Instrument,Original Announcement Date Time,Revenue from Business Activities - Total
BCC.N,2021-05-06T20:24:10Z,1821316000.0
BCC.N,2021-02-22T21:05:00Z,1472231000.0
BCC.N,2020-10-30T20:05:00Z,1589313000.0
BCC.N,2020-07-31T20:15:00Z,1242760000.0
BCC.N,2020-05-07T20:30:00Z,1170534000.0
BCC.N,2020-02-24T21:30:00Z,1101713000.0
BCC.N,2019-11-07T13:11:42Z,1269524000.0
BCC.N,2019-08-05T10:18:33Z,1230081000.0
BCC.N,2019-05-07T10:13:07Z,1042086000.0
BCC.N,2019-02-26T11:06:36Z,1065805000.0
BCC.N,2018-11-06T11:05:54Z,1338512000.0
BCC.N,2018-08-06T09:45:35Z,1408132000.0
BCC.N,2018-05-04T23:00:00Z,1182841000.0
BCC.N,2018-02-26T23:00:00Z,1091965000.0
BCC.N,2017-10-31T17:00:00Z,1226644000.0
BCC.N,2017-07-27T11:07:00Z,1138939000.0
BCC.N,2017-05-03T17:00:00Z,974443000.0
BCC.N,2017-02-24T17:00:00Z,919533000.0
BCC.N,2016-10-26T17:00:00Z,1067214000.0
BCC.N,2016-07-28T17:00:00Z,1043773000.0
CIT.N,2021-04-28T12:10:50Z,621300000.0
CIT.N,2021-01-26T13:12:31Z,550300000.0
CIT.N,2020-10-16T13:43:34Z,519800000.0
CIT.N,2020-07-21T10:42:48Z,494800000.0
CIT.N,2020-04-21T10:32:20Z,568100000.0
CIT.N,2020-01-28T11:47:49Z,522900000.0
CIT.N,2019-10-22T11:46:34Z,527200000.0
CIT.N,2019-07-23T10:58:35Z,539200000.0
CIT.N,2019-04-23T10:59:16Z,554900000.0
CIT.N,2019-01-29T11:30:15Z,558700000.0
CIT.N,2018-10-23T10:30:22Z,583000000.0
CIT.N,2018-07-24T10:30:13Z,583400000.0
CIT.N,2018-04-24T17:00:00Z,582500000.0
CIT.N,2018-01-30T17:00:00Z,614900000.0
CIT.N,2017-10-24T11:41:00Z,597300000.0
CIT.N,2017-07-25T17:00:00Z,581800000.0
CIT.N,2017-04-24T11:30:00Z,596500000.0
CIT.N,2017-01-31T12:30:00Z,-9100000.0
CIT.N,2016-10-25T11:30:00Z,597200000.0
CIT.N,2016-07-28T12:06:00Z,622500000.0
MSCI.N,2021-04-27T10:45:00Z,478423000.0
MSCI.N,2021-01-28T11:56:11Z,443661000.0
MSCI.N,2020-10-27T10:48:16Z,425333000.0
MSCI.N,2020-07-28T10:45:00Z,409616000.0
MSCI.N,2020-04-28T11:00:00Z,416780000.0
MSCI.N,2020-01-30T12:03:57Z,406606000.0
MSCI.N,2019-10-31T11:00:01Z,394251000.0
MSCI.N,2019-08-01T11:04:42Z,385558000.0
MSCI.N,2019-05-02T11:03:00Z,371381000.0
MSCI.N,2019-01-31T12:04:00Z,361688000.0
MSCI.N,2018-11-01T11:04:55Z,357934000.0
MSCI.N,2018-08-02T11:03:00Z,363046000.0
MSCI.N,2018-05-03T17:00:00Z,351316000.0
MSCI.N,2018-02-01T17:00:00Z,334779000.0
MSCI.N,2017-11-02T17:00:00Z,322097000.0
MSCI.N,2017-08-02T12:11:37Z,316089000.0
MSCI.N,2017-05-03T23:41:00Z,301207000.0
MSCI.N,2017-02-02T17:00:00Z,292812000.0
MSCI.N,2016-10-27T17:00:00Z,288433000.0
MSCI.N,2016-07-28T17:00:00Z,290596000.0
FIS.N,2021-05-06T11:00:01Z,3223000000.0
FIS.N,2021-02-09T12:04:28Z,3316000000.0
FIS.N,2020-10-29T11:05:57Z,3197000000.0
FIS.N,2020-08-04T11:00:00Z,2962000000.0
FIS.N,2020-05-07T11:00:00Z,3078000000.0
FIS.N,2020-02-13T12:00:00Z,3342000000.0
FIS.N,2019-11-05T12:06:25Z,2822000000.0
FIS.N,2019-08-06T11:00:00Z,2112000000.0
FIS.N,2019-04-30T11:08:46Z,2057000000.0
FIS.N,2019-02-12T12:07:43Z,2167000000.0
FIS.N,2018-10-30T11:00:00Z,2084000000.0
FIS.N,2018-07-31T11:07:44Z,2106000000.0
FIS.N,2018-05-01T17:00:00Z,2066000000.0
FIS.N,2018-02-06T17:00:00Z,2166000000.0
FIS.N,2017-10-31T17:00:00Z,2096000000.0
FIS.N,2017-08-02T12:13:00Z,2258000000.0
FIS.N,2017-05-02T12:00:00Z,2148000000.0
FIS.N,2017-02-07T12:14:00Z,2446000000.0
FIS.N,2016-11-01T17:00:00Z,2309000000.0
FIS.N,2016-07-26T12:00:00Z,2305000000.0
FMNB.OQ,2021-04-28T12:00:01Z,35177000.0
FMNB.OQ,2021-01-28T13:00:01Z,35631000.0
FMNB.OQ,2020-10-28T12:00:01Z,33182000.0
FMNB.OQ,2020-07-29T12:00:01Z,32722000.0
FMNB.OQ,2020-04-29T12:00:00Z,29522000.0
FMNB.OQ,2020-01-29T13:00:00Z,28303000.0
FMNB.OQ,2019-10-23T12:00:01Z,27552000.0
FMNB.OQ,2019-07-26T12:00:00Z,27027000.0
FMNB.OQ,2019-04-24T12:00:00Z,25964000.0
FMNB.OQ,2019-01-30T13:00:00Z,26386000.0
FMNB.OQ,2018-10-24T12:00:00Z,26010000.0
FMNB.OQ,2018-07-18T12:00:00Z,25502000.0
FMNB.OQ,2018-04-18T17:00:00Z,24623000.0
FMNB.OQ,2018-01-31T17:00:00Z,24895000.0
FMNB.OQ,2017-10-25T17:00:00Z,24276000.0
FMNB.OQ,2017-07-26T17:00:00Z,24113000.0
FMNB.OQ,2017-04-19T21:05:00Z,23043000.0
FMNB.OQ,2017-01-27T17:00:00Z,22162000.0
FMNB.OQ,2016-10-20T17:00:00Z,23322000.0
FMNB.OQ,2016-07-22T17:00:00Z,22025000.0
HSC.N,2021-05-04T11:04:25Z,528855000.0
HSC.N,2021-02-25T12:04:40Z,508344000.0
HSC.N,2020-11-03T12:00:01Z,509398000.0
HSC.N,2020-08-05T16:21:06Z,447281000.0
HSC.N,2020-05-08T11:00:15Z,398841000.0
HSC.N,2020-02-21T12:00:11Z,399787000.0
HSC.N,2019-10-29T12:04:06Z,423155000.0
HSC.N,2019-07-31T11:28:54Z,350898000.0
HSC.N,2019-05-09T10:00:33Z,447288000.0
HSC.N,2019-02-21T12:26:33Z,331762000.0
HSC.N,2018-10-31T11:00:08Z,351563000.0
HSC.N,2018-08-02T11:11:31Z,339907000.0
HSC.N,2018-05-02T17:00:00Z,408038000.0
HSC.N,2018-02-22T17:00:00Z,155378000.0
HSC.N,2017-11-08T17:00:00Z,384653000.0
HSC.N,2017-08-03T12:09:00Z,394898000.0
HSC.N,2017-05-03T12:00:00Z,372541000.0
HSC.N,2017-02-24T12:30:00Z,360222000.0
HSC.N,2016-11-03T16:00:00Z,367787000.0
HSC.N,2016-08-04T17:00:00Z,369933000.0
KODK.N,2021-05-12T20:15:00Z,265000000.0
KODK.N,2021-03-16T20:44:02Z,297000000.0
KODK.N,2020-11-10T21:20:00Z,252000000.0
KODK.N,2020-08-11T20:15:00Z,213000000.0
KODK.N,2020-05-12T20:15:00Z,267000000.0
KODK.N,2020-03-17T20:19:00Z,329000000.0
KODK.N,2019-11-07T21:19:00Z,315000000.0
KODK.N,2019-08-08T20:15:00Z,307000000.0
KODK.N,2019-05-09T20:15:00Z,291000000.0
KODK.N,2019-04-01T20:15:00Z,230000000.0
KODK.N,2018-11-09T21:18:00Z,329000000.0
KODK.N,2018-08-10T01:33:33Z,332000000.0
KODK.N,2018-05-09T17:00:00Z,318000000.0
KODK.N,2018-03-15T17:00:00Z,269000000.0
KODK.N,2017-11-08T17:00:00Z,379000000.0
KODK.N,2017-08-09T21:15:00Z,381000000.0
KODK.N,2017-05-09T17:00:00Z,357000000.0
KODK.N,2017-03-07T17:00:00Z,432000000.0
KODK.N,2016-11-09T17:00:00Z,411000000.0
KODK.N,2016-08-09T17:00:00Z,423000000.0
KALV.OQ,2021-03-11T11:30:00Z,0.0
KALV.OQ,2020-12-10T12:00:02Z,0.0
KALV.OQ,2020-09-14T11:00:00Z,0.0
KALV.OQ,2020-07-01T11:00:00Z,3824000.0
KALV.OQ,2020-03-10T11:30:00Z,1577000.0
KALV.OQ,2019-12-03T12:30:00Z,3920000.0
KALV.OQ,2019-09-09T11:30:00Z,3369000.0
KALV.OQ,2019-07-15T11:30:00Z,2926000.0
KALV.OQ,2019-03-14T11:30:00Z,3890000.0
KALV.OQ,2018-12-14T12:30:00Z,5592000.0
KALV.OQ,2018-09-14T11:30:00Z,3718000.0
KALV.OQ,2018-07-30T22:45:02Z,4840000.0
KALV.OQ,2018-03-16T17:00:00Z,2331000.0
KALV.OQ,2017-12-14T17:00:00Z,1127000.0
KALV.OQ,2017-09-14T23:00:00Z,96000.0
KALV.OQ,2017-07-27T17:00:00Z,114000.0
KALV.OQ,2017-03-16T17:00:00Z,248000.0
KALV.OQ,2016-08-12T17:00:00Z,7000.0
KALV.OQ,2016-05-12T17:00:00Z,7000.0
DRNA.OQ,2021-05-06T20:27:11Z,47603000.0
DRNA.OQ,2021-02-26T11:18:38Z,40956000.0
DRNA.OQ,2020-11-05T21:23:14Z,48875000.0
DRNA.OQ,2020-08-06T11:13:30Z,40448000.0
DRNA.OQ,2020-05-07T20:33:53Z,34028000.0
DRNA.OQ,2020-02-27T22:14:54Z,7080000.0
DRNA.OQ,2019-11-07T21:05:00Z,8035000.0
DRNA.OQ,2019-08-08T20:14:41Z,5682000.0
DRNA.OQ,2019-05-09T20:09:25Z,3107000.0
DRNA.OQ,2019-03-11T20:07:37Z,1541000.0
DRNA.OQ,2018-11-05T21:05:00Z,1545000.0
DRNA.OQ,2018-08-08T20:05:00Z,1545000.0
DRNA.OQ,2018-05-14T17:00:00Z,1545000.0
DRNA.OQ,2018-03-08T17:00:00Z,1030000.0
DRNA.OQ,2017-11-02T17:00:00Z,0.0
DRNA.OQ,2017-08-10T21:05:00Z,0.0
DRNA.OQ,2017-05-08T17:00:00Z,0.0
DRNA.OQ,2017-03-30T17:00:00Z,133000.0
DRNA.OQ,2016-11-07T17:00:00Z,162000.0
DRNA.OQ,2016-08-04T17:00:00Z,0.0
PLYM.N,2021-05-07T11:00:00Z,31916000.0
PLYM.N,2021-02-26T12:03:38Z,29967000.0
PLYM.N,2020-11-06T11:30:00Z,27518000.0
PLYM.N,2020-08-06T10:30:00Z,26137000.0
PLYM.N,2020-05-08T10:30:00Z,26229000.0
PLYM.N,2020-02-27T12:08:46Z,22483000.0
PLYM.N,2019-11-07T11:30:00Z,19123000.0
PLYM.N,2019-08-08T10:30:00Z,17022000.0
PLYM.N,2019-05-09T10:31:52Z,16662000.0
PLYM.N,2019-03-08T11:35:07Z,13637000.0
PLYM.N,2018-11-13T15:11:08Z,11653000.0
PLYM.N,2018-08-08T20:39:26Z,12047000.0
PLYM.N,2018-05-03T17:00:00Z,11879000.0
PLYM.N,2018-03-08T23:00:00Z,8185000.0
PLYM.N,2017-11-09T17:00:00Z,6666000.0
PLYM.N,2017-08-14T17:00:00Z,5027000.0
PLYM.N,2017-06-01T17:00:00Z,4939000.0
PLYM.N,2017-06-01T17:00:00Z,5140000.0
PLYM.N,2017-11-09T23:00:00Z,5063000.0
PLYM.N,2017-08-14T23:00:00Z,4847000.0
JBSS.OQ,2021-04-28T20:10:00Z,207892000.0
JBSS.OQ,2021-01-27T21:07:00Z,233575000.0
JBSS.OQ,2020-10-26T20:10:00Z,210273000.0
JBSS.OQ,2020-08-19T20:03:40Z,204199000.0
JBSS.OQ,2020-04-29T20:10:00Z,211624000.0
JBSS.OQ,2020-01-29T21:10:00Z,246423000.0
JBSS.OQ,2019-10-28T20:03:21Z,217846000.0
JBSS.OQ,2019-08-21T20:09:01Z,216762000.0
JBSS.OQ,2019-05-01T20:04:52Z,201834000.0
JBSS.OQ,2019-01-30T21:07:57Z,253317000.0
JBSS.OQ,2018-10-30T20:10:00Z,204288000.0
JBSS.OQ,2018-08-22T20:12:27Z,211676000.0
JBSS.OQ,2018-05-03T17:00:00Z,202786000.0
JBSS.OQ,2018-02-05T17:00:00Z,258805000.0
JBSS.OQ,2017-10-30T17:00:00Z,215664000.0
JBSS.OQ,2017-08-23T17:00:00Z,201591000.0
JBSS.OQ,2017-05-03T06:58:00Z,173376000.0
JBSS.OQ,2017-02-01T17:00:00Z,249375000.0
JBSS.OQ,2016-10-31T21:12:00Z,222293000.0
JBSS.OQ,2016-08-24T17:00:00Z,231538000.0
AMC.N,2021-05-06T21:00:22Z,148300000.0
AMC.N,2021-03-12T14:27:06Z,162500000.0
AMC.N,2020-11-02T21:24:29Z,119500000.0
AMC.N,2020-08-06T20:38:19Z,18900000.0
AMC.N,2020-06-09T20:42:16Z,941500000.0
AMC.N,2020-02-27T22:16:49Z,1447700000.0
AMC.N,2019-11-07T11:51:02Z,1316800000.0
AMC.N,2019-08-08T11:33:18Z,1506100000.0
AMC.N,2019-05-09T10:45:00Z,1200400000.0
AMC.N,2019-02-28T21:15:00Z,1413300000.0
AMC.N,2018-11-08T21:43:11Z,1221400000.0
AMC.N,2018-08-01T11:00:00Z,1442500000.0
AMC.N,2018-05-07T17:00:00Z,1383600000.0
AMC.N,2018-03-01T17:00:00Z,1416800000.0
AMC.N,2017-11-06T17:00:00Z,1178700000.0
AMC.N,2017-08-04T17:00:00Z,1202300000.0
AMC.N,2017-05-08T17:00:00Z,1283400000.0
AMC.N,2017-02-28T17:00:00Z,926096000.0
AMC.N,2016-11-07T17:00:00Z,779771000.0
AMC.N,2016-08-01T11:45:00Z,763962000.0
AVYA.N,2021-05-06T11:00:01Z,738000000.0
AVYA.N,2021-02-09T11:45:00Z,743000000.0
AVYA.N,2020-11-18T12:00:01Z,755000000.0
AVYA.N,2020-08-10T11:00:00Z,721000000.0
AVYA.N,2020-05-11T11:00:01Z,682000000.0
AVYA.N,2020-02-10T12:00:00Z,715000000.0
AVYA.N,2019-11-20T12:02:52Z,723000000.0
AVYA.N,2019-08-13T20:11:25Z,717000000.0
AVYA.N,2019-05-09T11:32:44Z,709000000.0
AVYA.N,2019-02-11T12:39:18Z,738000000.0
AVYA.N,2018-12-04T13:09:32Z,735000000.0
AVYA.N,2018-08-09T17:00:00Z,692000000.0
AVYA.N,2018-05-10T17:00:00Z,672000000.0
AVYA.N,2018-03-01T17:00:00Z,752000000.0
AVYA.N,2017-12-22T17:00:00Z,790000000.0
AVYA.N,2017-11-13T17:00:00Z,803000000.0
AVYA.N,2017-12-22T17:00:00Z,804000000.0
AVYA.N,2017-12-22T17:00:00Z,875000000.0
AVYA.N,2017-11-13T17:00:00Z,958000000.0
AVYA.N,2017-11-13T17:00:00Z,882000000.0
COLB.OQ,2021-04-29T13:00:16Z,137944000.0
COLB.OQ,2021-01-28T14:00:28Z,149488000.0
COLB.OQ,2020-10-29T13:00:23Z,142191000.0
COLB.OQ,2020-07-23T13:00:21Z,152381000.0
COLB.OQ,2020-04-30T13:00:23Z,138388000.0
COLB.OQ,2020-01-23T14:00:22Z,140923000.0
COLB.OQ,2019-10-24T13:00:17Z,138978000.0
COLB.OQ,2019-07-25T13:00:31Z,142216000.0
COLB.OQ,2019-04-25T13:00:25Z,137707000.0
COLB.OQ,2019-01-24T14:00:08Z,138575000.0
COLB.OQ,2018-10-25T13:00:24Z,138907000.0
COLB.OQ,2018-07-26T17:00:00Z,134704000.0
COLB.OQ,2018-04-26T17:00:00Z,132128000.0
COLB.OQ,2018-01-25T17:00:00Z,123057000.0
COLB.OQ,2017-10-26T17:00:00Z,120316000.0
COLB.OQ,2017-07-27T14:00:00Z,103593000.0
COLB.OQ,2017-04-27T23:30:28Z,104159000.0
COLB.OQ,2017-01-26T13:00:00Z,102553000.0
COLB.OQ,2016-10-27T17:00:00Z,103164000.0
COLB.OQ,2016-07-29T01:00:00Z,99590000.0
ALRM.OQ,2021-05-04T21:21:50Z,172498000.0
ALRM.OQ,2021-02-25T21:02:00Z,165576000.0
ALRM.OQ,2020-11-05T21:02:00Z,158851000.0
ALRM.OQ,2020-08-05T20:02:00Z,141637000.0
ALRM.OQ,2020-05-07T20:05:01Z,151939000.0
ALRM.OQ,2020-02-25T21:05:00Z,140488000.0
ALRM.OQ,2019-11-05T21:05:01Z,127880000.0
ALRM.OQ,2019-08-08T20:07:40Z,121660000.0
ALRM.OQ,2019-05-09T20:07:17Z,112335000.0
ALRM.OQ,2019-02-28T21:05:16Z,111402000.0
ALRM.OQ,2018-11-07T21:05:19Z,111848000.0
ALRM.OQ,2018-08-07T20:45:59Z,104488000.0
ALRM.OQ,2018-05-03T17:00:00Z,92756000.0
ALRM.OQ,2018-02-27T17:00:00Z,88793000.0
ALRM.OQ,2017-11-08T17:00:00Z,89962000.0
ALRM.OQ,2017-08-08T21:05:00Z,85988000.0
ALRM.OQ,2017-05-09T21:05:00Z,74194000.0
ALRM.OQ,2017-03-15T17:00:00Z,69794000.0
ALRM.OQ,2016-11-14T17:00:00Z,67846000.0
ALRM.OQ,2016-08-15T13:40:00Z,64423000.0
SAM.N,2021-04-22T20:30:35Z,545080000.0
SAM.N,2021-02-17T21:40:35Z,460937000.0
SAM.N,2020-10-22T20:28:38Z,492792000.0
SAM.N,2020-07-23T20:33:12Z,452138000.0
SAM.N,2020-04-22T20:34:39Z,330565000.0
SAM.N,2020-02-19T21:30:55Z,301300000.0
SAM.N,2019-10-29T21:19:34Z,378466000.0
SAM.N,2019-07-25T20:47:18Z,318407000.0
SAM.N,2019-04-24T20:36:21Z,251651000.0
SAM.N,2019-02-20T21:42:47Z,225222000.0
SAM.N,2018-10-25T20:36:36Z,306870000.0
SAM.N,2018-07-26T20:37:38Z,273100000.0
SAM.N,2018-04-25T23:00:00Z,190457000.0
SAM.N,2018-02-21T23:00:00Z,206320000.0
SAM.N,2017-10-26T23:00:00Z,247047000.0
SAM.N,2017-07-27T21:33:52Z,247930000.0
SAM.N,2017-04-26T17:00:00Z,161695000.0
SAM.N,2017-02-22T17:00:00Z,219370000.0
SAM.N,2016-10-20T17:00:00Z,253433000.0
SAM.N,2016-07-21T17:00:00Z,244816000.0
CLPT.OQ,2021-05-11T20:12:55Z,4030000.0
CLPT.OQ,2021-03-04T21:08:23Z,3716437.0
CLPT.OQ,2020-11-10T21:08:45Z,3519187.0
CLPT.OQ,2020-08-13T20:09:34Z,2477782.0
CLPT.OQ,2020-05-13T20:17:50Z,3116000.0
CLPT.OQ,2020-02-12T21:06:56Z,3210555.0
CLPT.OQ,2019-11-12T21:20:44Z,2927466.0
CLPT.OQ,2019-08-06T20:09:44Z,2606398.0
CLPT.OQ,2019-05-13T20:09:36Z,2472517.0
CLPT.OQ,2019-04-01T20:11:12Z,2276522.0
CLPT.OQ,2018-11-13T21:15:28Z,1807042.0
CLPT.OQ,2018-08-14T20:44:40Z,1646335.0
CLPT.OQ,2018-05-15T22:00:00Z,1623366.0
CLPT.OQ,2018-03-15T17:00:00Z,1679378.0
CLPT.OQ,2017-11-06T23:00:00Z,1717070.0
CLPT.OQ,2017-08-01T16:00:00Z,1976005.0
CLPT.OQ,2017-04-27T17:00:00Z,2007072.0
CLPT.OQ,2017-03-01T17:00:00Z,1635105.0
CLPT.OQ,2016-11-04T16:00:00Z,1616333.0
CLPT.OQ,2016-08-15T17:00:00Z,1103881.0
ACCD.OQ,2021-05-05T23:03:16Z,59232000.0
ACCD.OQ,2021-01-07T21:05:00Z,38444000.0
ACCD.OQ,2020-10-14T20:03:10Z,36788000.0
ACCD.OQ,2020-08-13T20:03:10Z,35894000.0
ACCD.OQ,2020-06-30T13:25:47Z,44441000.0
ACCD.OQ,2020-02-28T00:00:00Z,29652000.0
ACCD.OQ,2020-02-28T00:00:00Z,29651000.0
ACCD.OQ,2020-02-28T00:00:00Z,28763000.0
ACCD.OQ,2020-02-28T00:00:00Z,35090000.0
ACCD.OQ,2020-02-28T00:00:00Z,21036000.0
ACCD.OQ,2020-02-28T00:00:00Z,20328000.0
ACCD.OQ,2020-02-28T00:00:00Z,18357000.0
ACCD.OQ,,
IRTC.OQ,2021-05-06T20:06:49Z,74311000.0
IRTC.OQ,2021-02-25T21:05:03Z,78809000.0
IRTC.OQ,2020-11-06T21:08:11Z,71944000.0
IRTC.OQ,2020-08-07T20:14:23Z,50878000.0
IRTC.OQ,2020-05-07T20:05:15Z,63535000.0
IRTC.OQ,2020-02-27T21:05:11Z,59104000.0
IRTC.OQ,2019-11-05T21:07:56Z,54673000.0
IRTC.OQ,2019-07-31T20:06:06Z,52441000.0
IRTC.OQ,2019-05-07T20:03:11Z,48334000.0
IRTC.OQ,2019-02-12T21:05:14Z,43139000.0
IRTC.OQ,2018-10-30T20:05:04Z,38104000.0
IRTC.OQ,2018-08-01T20:05:07Z,35469000.0
IRTC.OQ,2018-05-02T17:00:00Z,30565000.0
IRTC.OQ,2018-02-14T17:00:00Z,28182000.0
IRTC.OQ,2017-11-01T17:00:00Z,25035000.0
IRTC.OQ,2017-08-02T17:00:00Z,23854000.0
IRTC.OQ,2017-05-03T06:35:00Z,21437000.0
IRTC.OQ,2017-02-16T00:15:00Z,18704000.0
IRTC.OQ,2016-12-05T21:07:00Z,16780000.0
IRTC.OQ,2016-09-23T17:00:00Z,15734000.0
EXC.OQ,2021-05-05T10:50:00Z,9890000000.0
EXC.OQ,2021-02-24T11:52:00Z,8114000000.0
EXC.OQ,2020-11-03T11:56:12Z,8853000000.0
EXC.OQ,2020-08-04T10:50:00Z,7322000000.0
EXC.OQ,2020-05-08T19:25:18Z,8747000000.0
EXC.OQ,2020-02-11T11:52:39Z,8342000000.0
EXC.OQ,2019-10-31T16:40:55Z,8929000000.0
EXC.OQ,2019-08-01T17:43:05Z,7689000000.0
EXC.OQ,2019-05-02T20:39:37Z,9477000000.0
EXC.OQ,2019-02-08T11:48:36Z,8808000000.0
EXC.OQ,2018-11-01T11:14:59Z,9403000000.0
EXC.OQ,2018-08-02T17:00:00Z,8076000000.0
EXC.OQ,2018-05-02T17:00:00Z,9693000000.0
EXC.OQ,2018-02-07T17:00:00Z,8378000000.0
EXC.OQ,2017-11-02T22:00:00Z,8768000000.0
EXC.OQ,2017-08-02T23:00:00Z,7665000000.0
EXC.OQ,2017-05-03T13:00:00Z,8747000000.0
EXC.OQ,2017-02-08T17:00:00Z,7880000000.0
EXC.OQ,2016-10-26T16:00:00Z,9002000000.0
EXC.OQ,2016-08-09T17:00:00Z,6910000000.0
GIC.N,2021-05-04T20:30:23Z,251100000.0
GIC.N,2021-02-23T21:57:19Z,273900000.0
GIC.N,2020-10-27T20:36:13Z,285700000.0
GIC.N,2020-07-28T21:18:34Z,242100000.0
GIC.N,2020-04-28T20:58:50Z,227300000.0
GIC.N,2020-02-25T21:44:31Z,222200000.0
GIC.N,2019-10-30T10:08:22Z,243900000.0
GIC.N,2019-07-30T20:30:09Z,248600000.0
GIC.N,2019-04-30T21:00:27Z,232200000.0
GIC.N,,217700000.0
GIC.N,2018-10-30T20:52:49Z,235800000.0
GIC.N,2018-07-31T20:54:41Z,231200000.0
GIC.N,2018-05-01T17:00:00Z,212200000.0
GIC.N,2018-02-27T17:00:00Z,194500000.0
GIC.N,2017-10-31T17:00:00Z,204400000.0
GIC.N,2017-08-01T17:00:00Z,313000000.0
GIC.N,2017-05-04T07:04:00Z,302500000.0
GIC.N,,295600000.0
GIC.N,2016-10-31T17:00:00Z,290200000.0
GIC.N,2016-08-02T17:00:00Z,297700000.0
EFX.N,2021-04-21T20:32:52Z,1213000000.0
EFX.N,2021-02-10T22:07:41Z,1118400000.0
EFX.N,2020-10-22T20:50:05Z,1068300000.0
EFX.N,2020-07-22T20:56:10Z,982800000.0
EFX.N,2020-04-20T21:28:53Z,957900000.0
EFX.N,2020-02-12T22:18:38Z,905800000.0
EFX.N,2019-10-23T20:54:36Z,875700000.0
EFX.N,2019-07-24T21:15:38Z,880000000.0
EFX.N,2019-05-10T20:29:15Z,846100000.0
EFX.N,2019-02-20T22:13:40Z,835300000.0
EFX.N,2018-10-24T20:30:51Z,834200000.0
EFX.N,2018-07-25T17:00:00Z,876900000.0
EFX.N,2018-04-25T17:00:00Z,865700000.0
EFX.N,2018-03-01T23:00:00Z,838400000.0
EFX.N,2017-11-09T22:00:00Z,834800000.0
EFX.N,2017-07-26T21:41:00Z,856700000.0
EFX.N,2017-04-26T21:15:00Z,832200000.0
EFX.N,2017-02-08T21:17:00Z,801100000.0
EFX.N,2016-10-26T17:00:00Z,804100000.0
EFX.N,2016-07-27T21:04:00Z,811300000.0
ORIC.OQ,2021-05-06T20:12:49Z,
ORIC.OQ,2021-03-23T20:05:00Z,
ORIC.OQ,2020-11-05T21:21:13Z,
ORIC.OQ,2020-08-05T20:19:10Z,
ORIC.OQ,2020-05-20T20:15:10Z,
ORIC.OQ,2020-02-28T23:18:35Z,
ORIC.OQ,,
CVET.OQ,2021-05-06T20:05:01Z,1102000000.0
CVET.OQ,2021-03-01T00:00:00Z,1122000000.0
CVET.OQ,2020-11-10T21:05:07Z,1126000000.0
CVET.OQ,2020-08-11T20:05:10Z,1026000000.0
CVET.OQ,2020-05-14T20:05:24Z,1065000000.0
CVET.OQ,2020-03-03T22:07:09Z,1008000000.0
CVET.OQ,2019-11-12T12:00:04Z,1018000000.0
CVET.OQ,2019-08-13T11:00:19Z,1009000000.0
CVET.OQ,2019-05-15T13:06:04Z,941000000.0
CVET.OQ,2019-03-29T20:39:33Z,894871000.0
CVET.OQ,2019-02-07T22:12:29Z,924613000.0
CVET.OQ,2018-11-01T00:00:00Z,1005000000.0
CVET.OQ,2019-05-16T10:05:38Z,947000000.0
CVET.OQ,2019-02-07T22:12:29Z,915990000.0
CVET.OQ,2019-02-07T22:12:29Z,908265000.0
CVET.OQ,,
CXW.N,2021-05-05T20:15:00Z,454718000.0
CXW.N,2021-02-10T21:15:00Z,473477000.0
CXW.N,2020-11-05T13:02:25Z,468266000.0
CXW.N,2020-08-05T21:06:10Z,472641000.0
CXW.N,2020-05-06T20:15:10Z,491101000.0
CXW.N,2020-02-12T21:15:10Z,497809000.0
CXW.N,2019-11-06T21:15:02Z,508522000.0
CXW.N,2019-08-05T20:15:14Z,490294000.0
CXW.N,2019-05-08T20:15:29Z,484064000.0
CXW.N,2019-02-19T21:15:06Z,482193000.0
CXW.N,2018-11-05T21:19:02Z,462728000.0
CXW.N,2018-08-08T20:57:05Z,449929000.0
CXW.N,2018-05-02T17:00:00Z,440916000.0
CXW.N,2018-02-14T17:00:00Z,440576000.0
CXW.N,2017-11-08T16:00:00Z,442845000.0
CXW.N,2017-08-07T16:00:00Z,436393000.0
CXW.N,2017-05-03T21:15:00Z,445684000.0
CXW.N,2017-02-09T10:10:00Z,464134000.0
CXW.N,2016-11-02T20:15:00Z,474935000.0
CXW.N,2016-08-03T16:00:00Z,463331000.0
TRN.N,2021-04-22T11:30:00Z,398800000.0
TRN.N,2021-02-24T12:30:00Z,415600000.0
TRN.N,2020-10-21T20:15:00Z,459400000.0
TRN.N,2020-07-22T20:15:00Z,509200000.0
TRN.N,2020-04-29T20:15:00Z,615200000.0
TRN.N,2020-02-19T21:15:01Z,850700000.0
TRN.N,2019-10-23T20:24:00Z,813600000.0
TRN.N,2019-07-24T20:50:00Z,736000000.0
TRN.N,2019-04-24T20:15:00Z,604800000.0
TRN.N,2019-02-20T21:15:00Z,735000000.0
TRN.N,2018-10-24T20:15:00Z,606900000.0
TRN.N,2018-07-25T20:15:00Z,634000000.0
TRN.N,2018-04-25T17:00:00Z,533200000.0
TRN.N,2018-02-21T17:00:00Z,906400000.0
TRN.N,2017-10-25T16:00:00Z,973600000.0
TRN.N,2017-07-26T16:00:00Z,905500000.0
TRN.N,2017-04-25T21:15:00Z,877300000.0
TRN.N,2017-02-16T21:15:00Z,1103800000.0
TRN.N,2016-10-26T16:00:00Z,1111700000.0
TRN.N,2016-07-22T16:00:00Z,1184900000.0
