Instrument,Enterprise Value,Original Announcement Date Time
BCC.N,2372759626.79,2021-05-06T20:24:10Z
BCC.N,1943835602.8,2021-02-22T21:05:00Z
BCC.N,1537814030.48,2020-10-30T20:05:00Z
BCC.N,1586175840.59,2020-07-31T20:15:00Z
BCC.N,1182231599.82,2020-05-07T20:30:00Z
BCC.N,1603596142.96,2020-02-24T21:30:00Z
BCC.N,1427673198.55,2019-11-07T13:11:42Z
BCC.N,1354858367.24,2019-08-05T10:18:33Z
BCC.N,1430045204.6,2019-05-07T10:13:07Z
BCC.N,1175731092.95,2019-02-26T11:06:36Z
BCC.N,1689054385.6,2018-11-06T11:05:54Z
BCC.N,1966539763.0,2018-08-06T09:45:35Z
BCC.N,1804078514.2,2018-05-04T23:00:00Z
BCC.N,1799697486.4,2018-02-26T23:00:00Z
BCC.N,1610817813.3,2017-10-31T17:00:00Z
BCC.N,1504984835.2,2017-07-27T11:07:00Z
BCC.N,1423242852.9,2017-05-03T17:00:00Z
BCC.N,1205546902.5,2017-02-24T17:00:00Z
BCC.N,1434657195.8,2016-10-26T17:00:00Z
BCC.N,1257825037.15,2016-07-28T17:00:00Z
CIT.N,9796544289.57,2021-04-28T12:10:50Z
CIT.N,9230305619.9,2021-01-26T13:12:31Z
CIT.N,8882804658.28,2020-10-16T13:43:34Z
CIT.N,9485842167.79,2020-07-21T10:42:48Z
CIT.N,9601055424.32,2020-04-21T10:32:20Z
CIT.N,9836116878.2,2020-01-28T11:47:49Z
CIT.N,10435361129.02,2019-10-22T11:46:34Z
CIT.N,11201540982.52,2019-07-23T10:58:35Z
CIT.N,11120165205.67,2019-04-23T10:59:16Z
CIT.N,11890635460.98,2019-01-29T11:30:15Z
CIT.N,14275095987.96,2018-10-23T10:30:22Z
CIT.N,14986193329.66,2018-07-24T10:30:13Z
CIT.N,16814500818.0,2018-04-24T17:00:00Z
CIT.N,15482672496.28,2018-01-30T17:00:00Z
CIT.N,15045555466.3,2017-10-24T11:41:00Z
CIT.N,18221081478.2,2017-07-25T17:00:00Z
CIT.N,22695057996.38,2017-04-24T11:30:00Z
CIT.N,22737794508.36,2017-01-31T12:30:00Z
CIT.N,22961012504.0,2016-10-25T11:30:00Z
CIT.N,22925915261.43,2016-07-28T12:06:00Z
MSCI.N,36814779568.08,2021-04-27T10:45:00Z
MSCI.N,39081378211.2,2021-01-28T11:56:11Z
MSCI.N,31902998080.4,2020-10-27T10:48:16Z
MSCI.N,29885728240.18,2020-07-28T10:45:00Z
MSCI.N,26669067160.0,2020-04-28T11:00:00Z
MSCI.N,23435081968.6,2020-01-30T12:03:57Z
MSCI.N,20140135682.5,2019-10-31T11:00:01Z
MSCI.N,22026573460.19,2019-08-01T11:04:42Z
MSCI.N,18768484481.48,2019-05-02T11:03:00Z
MSCI.N,14650009370.36,2019-01-31T12:04:00Z
MSCI.N,16936062611.59,2018-11-01T11:04:55Z
MSCI.N,15933421963.84,2018-08-02T11:03:00Z
MSCI.N,14662890933.46,2018-05-03T17:00:00Z
MSCI.N,12585902393.22,2018-02-01T17:00:00Z
MSCI.N,11806266712.5,2017-11-02T17:00:00Z
MSCI.N,10648087411.5,2017-08-02T12:11:37Z
MSCI.N,10169847369.04,2017-05-03T23:41:00Z
MSCI.N,8698447211.76,2017-02-02T17:00:00Z
MSCI.N,9043534724.26,2016-10-27T17:00:00Z
MSCI.N,8618110947.2,2016-07-28T17:00:00Z
FIS.N,103146253829.2,2021-05-06T11:00:01Z
FIS.N,102768178243.04,2021-02-09T12:04:28Z
FIS.N,107058103981.04,2020-10-29T11:05:57Z
FIS.N,99260630901.38,2020-08-04T11:00:00Z
FIS.N,92010305378.24,2020-05-07T11:00:00Z
FIS.N,101658756422.45,2020-02-13T12:00:00Z
FIS.N,97023336491.8,2019-11-05T12:06:25Z
FIS.N,47683443877.12,2019-08-06T11:00:00Z
FIS.N,44502318050.4,2019-04-30T11:08:46Z
FIS.N,41172921883.4,2019-02-12T12:07:43Z
FIS.N,43792470913.18,2018-10-30T11:00:00Z
FIS.N,42889462345.56,2018-07-31T11:07:44Z
FIS.N,39769567841.9,2018-05-01T17:00:00Z
FIS.N,38943691963.59,2018-02-06T17:00:00Z
FIS.N,39058037088.79,2017-10-31T17:00:00Z
FIS.N,36838722015.0,2017-08-02T12:13:00Z
FIS.N,34582504206.2,2017-05-02T12:00:00Z
FIS.N,34206155859.88,2017-02-07T12:14:00Z
FIS.N,34966395337.86,2016-11-01T17:00:00Z
FIS.N,34082125562.4,2016-07-26T12:00:00Z
FMNB.OQ,529192624.9,2021-04-28T12:00:01Z
FMNB.OQ,433418189.52,2021-01-28T13:00:01Z
FMNB.OQ,366821459.68,2020-10-28T12:00:01Z
FMNB.OQ,392155499.72,2020-07-29T12:00:01Z
FMNB.OQ,395235675.11,2020-04-29T12:00:00Z
FMNB.OQ,553720074.24,2020-01-29T13:00:00Z
FMNB.OQ,457858957.28,2019-10-23T12:00:01Z
FMNB.OQ,487637967.48,2019-07-26T12:00:00Z
FMNB.OQ,475211401.58,2019-04-24T12:00:00Z
FMNB.OQ,586631031.14,2019-01-30T13:00:00Z
FMNB.OQ,673527091.3,2018-10-24T12:00:00Z
FMNB.OQ,745416689.95,2018-07-18T12:00:00Z
FMNB.OQ,636209769.7,2018-04-18T17:00:00Z
FMNB.OQ,685048708.0,2018-01-31T17:00:00Z
FMNB.OQ,680287828.05,2017-10-25T17:00:00Z
FMNB.OQ,670575598.5,2017-07-26T17:00:00Z
FMNB.OQ,613897609.55,2017-04-19T21:05:00Z
FMNB.OQ,577894828.8,2017-01-27T17:00:00Z
FMNB.OQ,508591817.92,2016-10-20T17:00:00Z
FMNB.OQ,464469579.2,2016-07-22T17:00:00Z
HSC.N,2678146473.55,2021-05-04T11:04:25Z
HSC.N,2690917585.88,2021-02-25T12:04:40Z
HSC.N,2325205895.17,2020-11-03T12:00:01Z
HSC.N,2281034958.99,2020-08-05T16:21:06Z
HSC.N,1327821965.73,2020-05-08T11:00:15Z
HSC.N,2581410514.1,2020-02-21T12:00:11Z
HSC.N,2266357948.32,2019-10-29T12:04:06Z
HSC.N,3473793773.36,2019-07-31T11:28:54Z
HSC.N,2233164277.76,2019-05-09T10:00:33Z
HSC.N,2178102926.54,2019-02-21T12:26:33Z
HSC.N,2929503212.85,2018-10-31T11:00:08Z
HSC.N,2424701317.6,2018-08-02T11:11:31Z
HSC.N,2271750043.8,2018-05-02T17:00:00Z
HSC.N,2069527526.25,2018-02-22T17:00:00Z
HSC.N,2288117138.4,2017-11-08T17:00:00Z
HSC.N,1915853116.0,2017-08-03T12:09:00Z
HSC.N,1673986266.75,2017-05-03T12:00:00Z
HSC.N,1718834496.8,2017-02-24T12:30:00Z
HSC.N,1433883382.59,2016-11-03T16:00:00Z
HSC.N,1381303583.6,2016-08-04T17:00:00Z
KODK.N,464822356.12,2021-05-12T20:15:00Z
KODK.N,451109473.64,2021-03-16T20:44:02Z
KODK.N,491861789.88,2020-11-10T21:20:00Z
KODK.N,32525925.77,2020-08-11T20:15:00Z
KODK.N,-20442128.9,2020-05-12T20:15:00Z
KODK.N,78987791.65,2020-03-17T20:19:00Z
KODK.N,-3273591.59999999,2019-11-07T21:19:00Z
KODK.N,-6798348.8,2019-08-08T20:15:00Z
KODK.N,301203800.72,2019-05-09T20:15:00Z
KODK.N,276952962.6,2019-04-01T20:15:00Z
KODK.N,295282604.8,2018-11-09T21:18:00Z
KODK.N,288087202.6,2018-08-10T01:33:33Z
KODK.N,318137107.5,2018-05-09T17:00:00Z
KODK.N,190971216.0,2018-03-15T17:00:00Z
KODK.N,380295847.85,2017-11-08T17:00:00Z
KODK.N,427412053.3,2017-08-09T21:15:00Z
KODK.N,520187604.0,2017-05-09T17:00:00Z
KODK.N,633564841.0,2017-03-07T17:00:00Z
KODK.N,843712050.0,2016-11-09T17:00:00Z
KODK.N,869900430.08,2016-08-09T17:00:00Z
KALV.OQ,222409923.2,2021-03-11T11:30:00Z
KALV.OQ,252315090.39,2020-12-10T12:00:02Z
KALV.OQ,111433469.62,2020-09-14T11:00:00Z
KALV.OQ,126981485.09,2020-07-01T11:00:00Z
KALV.OQ,192292127.8,2020-03-10T11:30:00Z
KALV.OQ,95383225.8,2019-12-03T12:30:00Z
KALV.OQ,188105863.82,2019-09-09T11:30:00Z
KALV.OQ,295932004.0,2019-07-15T11:30:00Z
KALV.OQ,210909716.23,2019-03-14T11:30:00Z
KALV.OQ,203737084.3,2018-12-14T12:30:00Z
KALV.OQ,69938983.475,2018-09-14T11:30:00Z
KALV.OQ,53080509.9,2018-07-30T22:45:02Z
KALV.OQ,54251221.76,2018-03-16T17:00:00Z
KALV.OQ,95888024.66,2017-12-14T17:00:00Z
KALV.OQ,44281424.08,2017-09-14T23:00:00Z
KALV.OQ,41788057.6254,2017-07-27T17:00:00Z
KALV.OQ,36276486.41,2017-03-16T17:00:00Z
KALV.OQ,-23080375.6125,2016-08-12T17:00:00Z
KALV.OQ,-19371089.4756,2016-05-12T17:00:00Z
KALV.OQ,-26864306.6098,
DRNA.OQ,1406641234.01,2021-05-06T20:27:11Z
DRNA.OQ,1084601058.88,2021-02-26T11:18:38Z
DRNA.OQ,729605219.55,2020-11-05T21:23:14Z
DRNA.OQ,1208267636.2,2020-08-06T11:13:30Z
DRNA.OQ,647908834.29,2020-05-07T20:33:53Z
DRNA.OQ,1158849987.44,2020-02-27T22:14:54Z
DRNA.OQ,668940332.36,2019-11-07T21:05:00Z
DRNA.OQ,730812669.25,2019-08-08T20:14:41Z
DRNA.OQ,628877502.85,2019-05-09T20:09:25Z
DRNA.OQ,367978459.98,2019-03-11T20:07:37Z
DRNA.OQ,745213736.32,2018-11-05T21:05:00Z
DRNA.OQ,573667894.0,2018-08-08T20:05:00Z
DRNA.OQ,397076510.44,2018-05-14T17:00:00Z
DRNA.OQ,352646894.14,2018-03-08T17:00:00Z
DRNA.OQ,119919466.75,2017-11-02T17:00:00Z
DRNA.OQ,49059591.81,2017-08-10T21:05:00Z
DRNA.OQ,37825256.2,2017-05-08T17:00:00Z
DRNA.OQ,13894642.88,2017-03-30T17:00:00Z
DRNA.OQ,64481645.88,2016-11-07T17:00:00Z
DRNA.OQ,-7011676.0,2016-08-04T17:00:00Z
PLYM.N,1130359501.45,2021-05-07T11:00:00Z
PLYM.N,1015884495.0,2021-02-26T12:03:38Z
PLYM.N,836834039.22,2020-11-06T11:30:00Z
PLYM.N,780277003.2,2020-08-06T10:30:00Z
PLYM.N,768168226.36,2020-05-08T10:30:00Z
PLYM.N,782480518.45,2020-02-27T12:08:46Z
PLYM.N,669795452.64,2019-11-07T11:30:00Z
PLYM.N,569209769.78,2019-08-08T10:30:00Z
PLYM.N,533603963.76,2019-05-09T10:31:52Z
PLYM.N,508116856.36,2019-03-08T11:35:07Z
PLYM.N,400847358.5,2018-11-13T15:11:08Z
PLYM.N,377557688.0,2018-08-08T20:39:26Z
PLYM.N,362356873.18,2018-05-03T17:00:00Z
PLYM.N,359225133.28,2018-03-08T23:00:00Z
PLYM.N,239917654.06,2017-11-09T17:00:00Z
PLYM.N,184740662.5,2017-08-14T17:00:00Z
PLYM.N,,2017-06-01T17:00:00Z
PLYM.N,,2017-11-09T23:00:00Z
PLYM.N,,2017-08-14T23:00:00Z
JBSS.OQ,1063762758.3,2021-04-28T20:10:00Z
JBSS.OQ,923439057.31,2021-01-27T21:07:00Z
JBSS.OQ,904431210.6,2020-10-26T20:10:00Z
JBSS.OQ,1000700737.92,2020-08-19T20:03:40Z
JBSS.OQ,940282342.84,2020-04-29T20:10:00Z
JBSS.OQ,1080953617.8,2020-01-29T21:10:00Z
JBSS.OQ,1138520372.96,2019-10-28T20:03:21Z
JBSS.OQ,931310200.8,2019-08-21T20:09:01Z
JBSS.OQ,877568061.2,2019-05-01T20:04:52Z
JBSS.OQ,698706156.58,2019-01-30T21:07:57Z
JBSS.OQ,890658321.05,2018-10-30T20:10:00Z
JBSS.OQ,924778775.66,2018-08-22T20:12:27Z
JBSS.OQ,751717723.01,2018-05-03T17:00:00Z
JBSS.OQ,789852435.1,2018-02-05T17:00:00Z
JBSS.OQ,820531688.01,2017-10-30T17:00:00Z
JBSS.OQ,763037430.86,2017-08-23T17:00:00Z
JBSS.OQ,905159991.07,2017-05-03T06:58:00Z
JBSS.OQ,831133480.94,2017-02-01T17:00:00Z
JBSS.OQ,614619060.31,2016-10-31T21:12:00Z
JBSS.OQ,520400423.83,2016-08-24T17:00:00Z
AMC.N,9355094659.06,2021-05-06T21:00:22Z
AMC.N,5871016492.84,2021-03-12T14:27:06Z
AMC.N,6050194265.67,2020-11-02T21:24:29Z
AMC.N,5561430127.33,2020-08-06T20:38:19Z
AMC.N,5165605626.92,2020-06-09T20:42:16Z
AMC.N,5340172993.64,2020-02-27T22:16:49Z
AMC.N,5841793512.7,2019-11-07T11:51:02Z
AMC.N,5633156123.0,2019-08-08T11:33:18Z
AMC.N,6238970035.0,2019-05-09T10:45:00Z
AMC.N,6241054326.88,2019-02-28T21:15:00Z
AMC.N,7721912449.5,2018-11-08T21:43:11Z
AMC.N,6543534290.1,2018-08-01T11:00:00Z
AMC.N,6402302312.95,2018-05-07T17:00:00Z
AMC.N,6524778361.2,2018-03-01T17:00:00Z
AMC.N,6625210835.3,2017-11-06T17:00:00Z
AMC.N,7784682016.0,2017-08-04T17:00:00Z
AMC.N,8698544682.15,2017-05-08T17:00:00Z
AMC.N,7660807526.25,2017-02-28T17:00:00Z
AMC.N,4932139870.31,2016-11-07T17:00:00Z
AMC.N,4529650072.99,2016-08-01T11:45:00Z
AVYA.N,4704801061.97,2021-05-06T11:00:01Z
AVYA.N,3889412929.1,2021-02-09T11:45:00Z
AVYA.N,3569831421.6,2020-11-18T12:00:01Z
AVYA.N,3364202253.6,2020-08-10T11:00:00Z
AVYA.N,3223237963.11,2020-05-11T11:00:01Z
AVYA.N,3753808000.5,2020-02-10T12:00:00Z
AVYA.N,3510871733.15,2019-11-20T12:02:52Z
AVYA.N,3731324472.98,2019-08-13T20:11:25Z
AVYA.N,4273376265.52,2019-05-09T11:32:44Z
AVYA.N,4019726814.88,2019-02-11T12:39:18Z
AVYA.N,4891403080.08,2018-12-04T13:09:32Z
AVYA.N,4662730747.84,2018-08-09T17:00:00Z
AVYA.N,5056388668.8,2018-05-10T17:00:00Z
AVYA.N,11184182664.65,2018-03-01T17:00:00Z
AVYA.N,,2017-12-22T17:00:00Z
AVYA.N,,2017-11-13T17:00:00Z
COLB.OQ,2959167671.87,2021-04-29T13:00:16Z
COLB.OQ,2433016368.3,2021-01-28T14:00:28Z
COLB.OQ,1548674587.85,2020-10-29T13:00:23Z
COLB.OQ,2020107021.84,2020-07-23T13:00:21Z
COLB.OQ,2474531480.4,2020-04-30T13:00:23Z
COLB.OQ,3729228005.77,2020-01-23T14:00:22Z
COLB.OQ,2929972420.9,2019-10-24T13:00:17Z
COLB.OQ,2982642071.18,2019-07-25T13:00:31Z
COLB.OQ,2636664663.93,2019-04-25T13:00:25Z
COLB.OQ,2858961654.75,2019-01-24T14:00:08Z
COLB.OQ,2848731379.91,2018-10-25T13:00:24Z
COLB.OQ,2916879337.2,2018-07-26T17:00:00Z
COLB.OQ,2930272336.05,2018-04-26T17:00:00Z
COLB.OQ,2381753287.6,2018-01-25T17:00:00Z
COLB.OQ,2319704688.81,2017-10-26T17:00:00Z
COLB.OQ,2352731725.35,2017-07-27T14:00:00Z
COLB.OQ,2166829492.32,2017-04-27T23:30:28Z
COLB.OQ,2489819808.76,2017-01-26T13:00:00Z
COLB.OQ,1856415920.0,2016-10-27T17:00:00Z
COLB.OQ,1755949033.76,2016-07-29T01:00:00Z
ALRM.OQ,4070820848.86,2021-05-04T21:21:50Z
ALRM.OQ,4947875744.95,2021-02-25T21:02:00Z
ALRM.OQ,2587820731.0,2020-11-05T21:02:00Z
ALRM.OQ,3070573023.74,2020-08-05T20:02:00Z
ALRM.OQ,1848999832.1,2020-05-07T20:05:01Z
ALRM.OQ,2047250637.61,2020-02-25T21:05:00Z
ALRM.OQ,2161113151.92,2019-11-05T21:05:01Z
ALRM.OQ,2499955351.5,2019-08-08T20:07:40Z
ALRM.OQ,3070589724.3,2019-05-09T20:07:17Z
ALRM.OQ,2415993941.47,2019-02-28T21:05:16Z
ALRM.OQ,2681485875.0,2018-11-07T21:05:19Z
ALRM.OQ,1872786812.62,2018-08-07T20:45:59Z
ALRM.OQ,1754749533.58,2018-05-03T17:00:00Z
ALRM.OQ,1754221590.75,2018-02-27T17:00:00Z
ALRM.OQ,2097634939.88,2017-11-08T17:00:00Z
ALRM.OQ,1760527266.61,2017-08-08T21:05:00Z
ALRM.OQ,1433296397.98,2017-05-09T21:05:00Z
ALRM.OQ,1145531242.11,2017-03-15T17:00:00Z
ALRM.OQ,1188720649.84,2016-11-14T17:00:00Z
ALRM.OQ,1040937473.8,2016-08-15T13:40:00Z
SAM.N,14107892052.13,2021-04-22T20:30:35Z
SAM.N,12266192137.44,2021-02-17T21:40:35Z
SAM.N,10540227620.95,2020-10-22T20:28:38Z
SAM.N,6785772080.54,2020-07-23T20:33:12Z
SAM.N,4293614503.08,2020-04-22T20:34:39Z
SAM.N,4523797393.75,2020-02-19T21:30:55Z
SAM.N,4238032231.42,2019-10-29T21:19:34Z
SAM.N,4444426219.84,2019-07-25T20:47:18Z
SAM.N,3302299928.13,2019-04-24T20:36:21Z
SAM.N,2666773464.64,2019-02-20T21:42:47Z
SAM.N,3309741125.0,2018-10-25T20:36:36Z
SAM.N,3450798192.3,2018-07-26T20:37:38Z
SAM.N,2184297374.3,2018-04-25T23:00:00Z
SAM.N,2181945710.1,2018-02-21T23:00:00Z
SAM.N,1806890126.0,2017-10-26T23:00:00Z
SAM.N,1559258006.05,2017-07-27T21:33:52Z
SAM.N,1740618781.2,2017-04-26T17:00:00Z
SAM.N,2041455868.7,2017-02-22T17:00:00Z
SAM.N,1815403958.8,2016-10-20T17:00:00Z
SAM.N,2018323068.38,2016-07-21T17:00:00Z
CLPT.OQ,396679548.06,2021-05-11T20:12:55Z
CLPT.OQ,272067109.76,2021-03-04T21:08:23Z
CLPT.OQ,89791264.84,2020-11-10T21:08:45Z
CLPT.OQ,56825619.285,2020-08-13T20:09:34Z
CLPT.OQ,55264741.54,2020-05-13T20:17:50Z
CLPT.OQ,72343995.4,2020-02-12T21:06:56Z
CLPT.OQ,71491070.52,2019-11-12T21:20:44Z
CLPT.OQ,29822519.4,2019-08-06T20:09:44Z
CLPT.OQ,36527013.0,2019-05-13T20:09:36Z
CLPT.OQ,17678339.48,2019-04-01T20:11:12Z
CLPT.OQ,21629330.0,2018-11-13T21:15:28Z
CLPT.OQ,22088693.3,2018-08-14T20:44:40Z
CLPT.OQ,32830615.3,2018-05-15T22:00:00Z
CLPT.OQ,24231347.25,2018-03-15T17:00:00Z
CLPT.OQ,18568410.79,2017-11-06T23:00:00Z
CLPT.OQ,30207491.0,2017-08-01T16:00:00Z
CLPT.OQ,20732939.0,2017-04-27T17:00:00Z
CLPT.OQ,13451761.6,2017-03-01T17:00:00Z
CLPT.OQ,21713079.92,2016-11-04T16:00:00Z
CLPT.OQ,26730323.13,2016-08-15T17:00:00Z
ACCD.OQ,2025309191.52,2021-05-05T23:03:16Z
ACCD.OQ,2445012851.97,2021-01-07T21:05:00Z
ACCD.OQ,1433831584.62,2020-10-14T20:03:10Z
ACCD.OQ,,2020-08-13T20:03:10Z
ACCD.OQ,,2020-06-30T13:25:47Z
ACCD.OQ,,2020-02-28T00:00:00Z
ACCD.OQ,,
IRTC.OQ,3834704826.14,2021-05-06T20:06:49Z
IRTC.OQ,6546377589.36,2021-02-25T21:05:03Z
IRTC.OQ,6578435196.71,2020-11-06T21:08:11Z
IRTC.OQ,3053658885.56,2020-08-07T20:14:23Z
IRTC.OQ,2093431929.4,2020-05-07T20:05:15Z
IRTC.OQ,1707240664.32,2020-02-27T21:05:11Z
IRTC.OQ,1839561228.43,2019-11-05T21:07:56Z
IRTC.OQ,1927771312.24,2019-07-31T20:06:06Z
IRTC.OQ,1822343079.28,2019-05-07T20:03:11Z
IRTC.OQ,1636714759.4,2019-02-12T21:05:14Z
IRTC.OQ,2218359616.76,2018-10-30T20:05:04Z
IRTC.OQ,1861337033.68,2018-08-01T20:05:07Z
IRTC.OQ,1428398819.05,2018-05-02T17:00:00Z
IRTC.OQ,1219726225.35,2018-02-14T17:00:00Z
IRTC.OQ,1105313575.16,2017-11-01T17:00:00Z
IRTC.OQ,867740549.01,2017-08-02T17:00:00Z
IRTC.OQ,772611151.2,2017-05-03T06:35:00Z
IRTC.OQ,591535430.0,2017-02-16T00:15:00Z
IRTC.OQ,,2016-12-05T21:07:00Z
IRTC.OQ,,2016-09-23T17:00:00Z
EXC.OQ,85178644778.9,2021-05-05T10:50:00Z
EXC.OQ,82141669387.86,2021-02-24T11:52:00Z
EXC.OQ,74407471276.88,2020-11-03T11:56:12Z
EXC.OQ,75538746349.55,2020-08-04T10:50:00Z
EXC.OQ,76569952884.88,2020-05-08T19:25:18Z
EXC.OQ,83879443155.35,2020-02-11T11:52:39Z
EXC.OQ,85321579268.15,2019-10-31T16:40:55Z
EXC.OQ,85305576899.26,2019-08-01T17:43:05Z
EXC.OQ,87202702081.58,2019-05-02T20:39:37Z
EXC.OQ,81097139544.6,2019-02-08T11:48:36Z
EXC.OQ,79135486565.66,2018-11-01T11:14:59Z
EXC.OQ,78733269749.4,2018-08-02T17:00:00Z
EXC.OQ,75342139710.19,2018-05-02T17:00:00Z
EXC.OQ,74842195960.93,2018-02-07T17:00:00Z
EXC.OQ,71894511117.66,2017-11-02T22:00:00Z
EXC.OQ,70920370480.86,2017-08-02T23:00:00Z
EXC.OQ,70600957826.8,2017-05-03T13:00:00Z
EXC.OQ,68569863443.86,2017-02-08T17:00:00Z
EXC.OQ,66348668753.06,2016-10-26T16:00:00Z
EXC.OQ,69300639482.28,2016-08-09T17:00:00Z
GIC.N,1511562049.12,2021-05-04T20:30:23Z
GIC.N,1320331394.9,2021-02-23T21:57:19Z
GIC.N,818990133.92,2020-10-27T20:36:13Z
GIC.N,711536059.4,2020-07-28T21:18:34Z
GIC.N,605256683.02,2020-04-28T20:58:50Z
GIC.N,847084388.16,2020-02-25T21:44:31Z
GIC.N,727463272.37,2019-10-30T10:08:22Z
GIC.N,738622119.36,2019-07-30T20:30:09Z
GIC.N,777331341.44,2019-04-30T21:00:27Z
GIC.N,594744481.81,
GIC.N,922297200.26,2018-10-30T20:52:49Z
GIC.N,1179292517.45,2018-07-31T20:54:41Z
GIC.N,920218974.1,2018-05-01T17:00:00Z
GIC.N,1048871499.87,2018-02-27T17:00:00Z
GIC.N,802391475.31,2017-10-31T17:00:00Z
GIC.N,534948115.6,2017-08-01T17:00:00Z
GIC.N,265209359.24,2017-05-04T07:04:00Z
GIC.N,174038349.61,
GIC.N,140261200.56,2016-10-31T17:00:00Z
GIC.N,149666678.64,2016-08-02T17:00:00Z
EFX.N,25827327076.23,2021-04-21T20:32:52Z
EFX.N,26193327442.2,2021-02-10T22:07:41Z
EFX.N,21936274846.4,2020-10-22T20:50:05Z
EFX.N,23932277347.56,2020-07-22T20:56:10Z
EFX.N,17751025199.5,2020-04-20T21:28:53Z
EFX.N,19991803766.08,2020-02-12T22:18:38Z
EFX.N,20087298560.43,2019-10-23T20:54:36Z
EFX.N,19114535866.64,2019-07-24T21:15:38Z
EFX.N,17024350367.0,2019-05-10T20:29:15Z
EFX.N,13688956921.01,2019-02-20T22:13:40Z
EFX.N,18158316775.76,2018-10-24T20:30:51Z
EFX.N,17410886413.51,2018-07-25T17:00:00Z
EFX.N,16672585366.46,2018-04-25T17:00:00Z
EFX.N,16592260017.92,2018-03-01T23:00:00Z
EFX.N,15214682228.91,2017-11-09T22:00:00Z
EFX.N,19008304868.9,2017-07-26T21:41:00Z
EFX.N,19118933924.62,2017-04-26T21:15:00Z
EFX.N,16760879563.07,2017-02-08T21:17:00Z
EFX.N,18832949653.46,2016-10-26T17:00:00Z
EFX.N,18172685658.8,2016-07-27T21:04:00Z
ORIC.OQ,620894144.0,2021-05-06T20:12:49Z
ORIC.OQ,911222576.1,2021-03-23T20:05:00Z
ORIC.OQ,577302567.85,2020-11-05T21:21:13Z
ORIC.OQ,811987505.47,2020-08-05T20:19:10Z
ORIC.OQ,,2020-05-20T20:15:10Z
ORIC.OQ,,2020-02-28T23:18:35Z
ORIC.OQ,,2020-11-05T21:21:13Z
ORIC.OQ,,2020-08-05T20:19:10Z
ORIC.OQ,,
CVET.OQ,4982170818.92,2021-05-06T20:05:01Z
CVET.OQ,4725156285.36,2021-03-01T00:00:00Z
CVET.OQ,3628956791.2,2020-11-10T21:05:07Z
CVET.OQ,2980749613.73,2020-08-11T20:05:10Z
CVET.OQ,2073495133.46,2020-05-14T20:05:24Z
CVET.OQ,2540390692.4,2020-03-03T22:07:09Z
CVET.OQ,2463137809.12,2019-11-12T12:00:04Z
CVET.OQ,3876164657.86,2019-08-13T11:00:19Z
CVET.OQ,4688503802.2,2019-05-15T13:06:04Z
CVET.OQ,,2019-03-29T20:39:33Z
CVET.OQ,,2019-02-07T22:12:29Z
CVET.OQ,,2018-11-01T00:00:00Z
CVET.OQ,,2019-05-16T10:05:38Z
CVET.OQ,,
CXW.N,2701608780.7,2021-05-05T20:15:00Z
CXW.N,2480407114.8,2021-02-10T21:15:00Z
CXW.N,2780191424.0,2020-11-05T13:02:25Z
CXW.N,3043780171.84,2020-08-05T21:06:10Z
CXW.N,3295350545.49,2020-05-06T20:15:10Z
CXW.N,3937132659.0,2020-02-12T21:15:10Z
CXW.N,3874610104.0,2019-11-06T21:15:02Z
CXW.N,4325374334.12,2019-08-05T20:15:14Z
CXW.N,4138933402.15,2019-05-08T20:15:29Z
CXW.N,3864962096.07,2019-02-19T21:15:06Z
CXW.N,4556092080.73,2018-11-05T21:19:02Z
CXW.N,4254613368.48,2018-08-08T20:57:05Z
CXW.N,3725265696.64,2018-05-02T17:00:00Z
CXW.N,4054599535.0,2018-02-14T17:00:00Z
CXW.N,4542129132.22,2017-11-08T16:00:00Z
CXW.N,4625926892.76,2017-08-07T16:00:00Z
CXW.N,5096574705.24,2017-05-03T21:15:00Z
CXW.N,4282783809.14,2017-02-09T10:10:00Z
CXW.N,3016211602.06,2016-11-02T20:15:00Z
CXW.N,5498277301.62,2016-08-03T16:00:00Z
TRN.N,8416654908.52,2021-04-22T11:30:00Z
TRN.N,8174923462.84,2021-02-24T12:30:00Z
TRN.N,7404499445.0,2020-10-21T20:15:00Z
TRN.N,7446177194.97,2020-07-22T20:15:00Z
TRN.N,6908890424.59,2020-04-29T20:15:00Z
TRN.N,7781974455.55,2020-02-19T21:15:01Z
TRN.N,7452866538.88,2019-10-23T20:24:00Z
TRN.N,7558033769.0,2019-07-24T20:50:00Z
TRN.N,7583769852.14,2019-04-24T20:15:00Z
TRN.N,7213488462.26,2019-02-20T21:15:00Z
TRN.N,8611673313.12,2018-10-24T20:15:00Z
TRN.N,8054479545.46,2018-07-25T20:15:00Z
TRN.N,7635072761.65,2018-04-25T17:00:00Z
TRN.N,8187014592.5,2018-02-21T17:00:00Z
TRN.N,7441505129.6,2017-10-25T16:00:00Z
TRN.N,6932913366.47,2017-07-26T16:00:00Z
TRN.N,6689548760.7,2017-04-25T21:15:00Z
TRN.N,6877746908.08,2017-02-16T21:15:00Z
TRN.N,6342349924.6,2016-10-26T16:00:00Z
TRN.N,5510271468.26,2016-07-22T16:00:00Z
NTST.N,728073569.07,2021-04-29T20:15:00Z
NTST.N,665124092.05,2021-03-04T22:12:02Z
NTST.N,665160388.5,2020-10-29T21:00:33Z
NTST.N,,2020-08-21T20:33:07Z
NTST.N,,2020-07-17T20:04:54Z
