Instrument,Market Capitalization,Original Announcement Date Time
BCC.N,2353132626.79,2021-05-06T20:24:10Z
BCC.N,1873818602.8,2021-02-22T21:05:00Z
BCC.N,1564729030.48,2020-10-30T20:05:00Z
BCC.N,1474184840.59,2020-07-31T20:15:00Z
BCC.N,932095599.82,2020-05-07T20:30:00Z
BCC.N,1423787142.96,2020-02-24T21:30:00Z
BCC.N,1270190198.55,2019-11-07T13:11:42Z
BCC.N,1095578367.24,2019-08-05T10:18:33Z
BCC.N,1042953204.6,2019-05-07T10:13:07Z
BCC.N,927974092.95,2019-02-26T11:06:36Z
BCC.N,1431247385.6,2018-11-06T11:05:54Z
BCC.N,1737680763.0,2018-08-06T09:45:35Z
BCC.N,1500171514.2,2018-05-04T23:00:00Z
BCC.N,1538525486.4,2018-02-26T23:00:00Z
BCC.N,1344969813.3,2017-10-31T17:00:00Z
BCC.N,1171497835.2,2017-07-27T11:07:00Z
BCC.N,1028910852.9,2017-05-03T17:00:00Z
BCC.N,871895902.5,2017-02-24T17:00:00Z
BCC.N,984267195.8,2016-10-26T17:00:00Z
BCC.N,889328037.15,2016-07-28T17:00:00Z
CIT.N,5084444289.57,2021-04-28T12:10:50Z
CIT.N,3537505619.9,2021-01-26T13:12:31Z
CIT.N,1743504658.28,2020-10-16T13:43:34Z
CIT.N,2039142167.79,2020-07-21T10:42:48Z
CIT.N,1696955424.32,2020-04-21T10:32:20Z
CIT.N,4322216878.2,2020-01-28T11:47:49Z
CIT.N,4290161129.02,2019-10-22T11:46:34Z
CIT.N,5062540982.52,2019-07-23T10:58:35Z
CIT.N,4749865205.67,2019-04-23T10:59:16Z
CIT.N,4041035460.98,2019-01-29T11:30:15Z
CIT.N,5838795987.96,2018-10-23T10:30:22Z
CIT.N,6405393329.66,2018-07-24T10:30:13Z
CIT.N,6649000818.0,2018-04-24T17:00:00Z
CIT.N,6461872496.28,2018-01-30T17:00:00Z
CIT.N,6642755466.3,2017-10-24T11:41:00Z
CIT.N,9873281478.2,2017-07-25T17:00:00Z
CIT.N,8700157996.38,2017-04-24T11:30:00Z
CIT.N,8623994508.36,2017-01-31T12:30:00Z
CIT.N,7332312504.0,2016-10-25T11:30:00Z
CIT.N,6436415261.43,2016-07-28T12:06:00Z
MSCI.N,34696032568.08,2021-04-27T10:45:00Z
MSCI.N,37015122211.2,2021-01-28T11:56:11Z
MSCI.N,29840073080.4,2020-10-27T10:48:16Z
MSCI.N,27905916240.18,2020-07-28T10:45:00Z
MSCI.N,24565862160.0,2020-04-28T11:00:00Z
MSCI.N,21869722968.6,2020-01-30T12:03:57Z
MSCI.N,18443126682.5,2019-10-31T11:00:01Z
MSCI.N,20220417460.19,2019-08-01T11:04:42Z
MSCI.N,16834877481.48,2019-05-02T11:03:00Z
MSCI.N,12978683370.36,2019-01-31T12:04:00Z
MSCI.N,15759844611.59,2018-11-01T11:04:55Z
MSCI.N,14727287963.84,2018-08-02T11:03:00Z
MSCI.N,13433902933.46,2018-05-03T17:00:00Z
MSCI.N,11397311393.22,2018-02-01T17:00:00Z
MSCI.N,10527911712.5,2017-11-02T17:00:00Z
MSCI.N,9322021411.5,2017-08-02T12:11:37Z
MSCI.N,8790895369.04,2017-05-03T23:41:00Z
MSCI.N,7415080211.76,2017-02-02T17:00:00Z
MSCI.N,7943118724.26,2016-10-27T17:00:00Z
MSCI.N,7442209947.2,2016-07-28T17:00:00Z
FIS.N,87476253829.2,2021-05-06T11:00:01Z
FIS.N,87777178243.04,2021-02-09T12:04:28Z
FIS.N,91345103981.04,2020-10-29T11:05:57Z
FIS.N,83082630901.38,2020-08-04T11:00:00Z
FIS.N,75153305378.24,2020-05-07T11:00:00Z
FIS.N,85484756422.45,2020-02-13T12:00:00Z
FIS.N,81594336491.8,2019-11-05T12:06:25Z
FIS.N,39728443877.12,2019-08-06T11:00:00Z
FIS.N,36522318050.4,2019-04-30T11:08:46Z
FIS.N,33583921883.4,2019-02-12T12:07:43Z
FIS.N,35864470913.18,2018-10-30T11:00:00Z
FIS.N,35097462345.56,2018-07-31T11:07:44Z
FIS.N,31892567841.9,2018-05-01T17:00:00Z
FIS.N,31413691963.59,2018-02-06T17:00:00Z
FIS.N,31044037088.79,2017-10-31T17:00:00Z
FIS.N,28231722015.0,2017-08-02T12:13:00Z
FIS.N,26177504206.2,2017-05-02T12:00:00Z
FIS.N,24827155859.88,2017-02-07T12:14:00Z
FIS.N,25252395337.86,2016-11-01T17:00:00Z
FIS.N,24053125562.4,2016-07-26T12:00:00Z
FMNB.OQ,472684097.9,2021-04-28T12:00:01Z
FMNB.OQ,375015189.52,2021-01-28T13:00:01Z
FMNB.OQ,307723459.68,2020-10-28T12:00:01Z
FMNB.OQ,334174499.72,2020-07-29T12:00:01Z
FMNB.OQ,329326675.11,2020-04-29T12:00:00Z
FMNB.OQ,451552074.24,2020-01-29T13:00:00Z
FMNB.OQ,400617957.28,2019-10-23T12:00:01Z
FMNB.OQ,412480967.48,2019-07-26T12:00:00Z
FMNB.OQ,383232401.58,2019-04-24T12:00:00Z
FMNB.OQ,353881031.14,2019-01-30T13:00:00Z
FMNB.OQ,422906091.3,2018-10-24T12:00:00Z
FMNB.OQ,440872689.95,2018-07-18T12:00:00Z
FMNB.OQ,382826769.7,2018-04-18T17:00:00Z
FMNB.OQ,406274708.0,2018-01-31T17:00:00Z
FMNB.OQ,407527828.05,2017-10-25T17:00:00Z
FMNB.OQ,392465598.5,2017-07-26T17:00:00Z
FMNB.OQ,388405609.55,2017-04-19T21:05:00Z
FMNB.OQ,384076828.8,2017-01-27T17:00:00Z
FMNB.OQ,291573817.92,2016-10-20T17:00:00Z
FMNB.OQ,236934579.2,2016-07-22T17:00:00Z
HSC.N,1354738473.55,2021-05-04T11:04:25Z
HSC.N,1418911585.88,2021-02-25T12:04:40Z
HSC.N,1097548895.17,2020-11-03T12:00:01Z
HSC.N,1065732958.99,2020-08-05T16:21:06Z
HSC.N,549095965.73,2020-05-08T11:00:15Z
HSC.N,1808779514.1,2020-02-21T12:00:11Z
HSC.N,1522084948.32,2019-10-29T12:04:06Z
HSC.N,2200401773.36,2019-07-31T11:28:54Z
HSC.N,1614319277.76,2019-05-09T10:00:33Z
HSC.N,1595020926.54,2019-02-21T12:26:33Z
HSC.N,2308155212.85,2018-10-31T11:00:08Z
HSC.N,1780704317.6,2018-08-02T11:11:31Z
HSC.N,1661372043.8,2018-05-02T17:00:00Z
HSC.N,1500288526.25,2018-02-22T17:00:00Z
HSC.N,1680769138.4,2017-11-08T17:00:00Z
HSC.N,1291084116.0,2017-08-03T12:09:00Z
HSC.N,1022323266.75,2017-05-03T12:00:00Z
HSC.N,1090379496.8,2017-02-24T12:30:00Z
HSC.N,796137382.59,2016-11-03T16:00:00Z
HSC.N,531826583.6,2016-08-04T17:00:00Z
KODK.N,617822356.12,2021-05-12T20:15:00Z
KODK.N,628109473.64,2021-03-16T20:44:02Z
KODK.N,665861789.88,2020-11-10T21:20:00Z
KODK.N,97525925.77,2020-08-11T20:15:00Z
KODK.N,75557871.1,2020-05-12T20:15:00Z
KODK.N,200987791.65,2020-03-17T20:19:00Z
KODK.N,113726408.4,2019-11-07T21:19:00Z
KODK.N,103201651.2,2019-08-08T20:15:00Z
KODK.N,127203800.72,2019-05-09T20:15:00Z
KODK.N,108952962.6,2019-04-01T20:15:00Z
KODK.N,132282604.8,2018-11-09T21:18:00Z
KODK.N,162087202.6,2018-08-10T01:33:33Z
KODK.N,228137107.5,2018-05-09T17:00:00Z
KODK.N,131971216.0,2018-03-15T17:00:00Z
KODK.N,312295847.85,2017-11-08T17:00:00Z
KODK.N,386412053.3,2017-08-09T21:15:00Z
KODK.N,488187604.0,2017-05-09T17:00:00Z
KODK.N,656564841.0,2017-03-07T17:00:00Z
KODK.N,633712050.0,2016-11-09T17:00:00Z
KODK.N,678900430.08,2016-08-09T17:00:00Z
KALV.OQ,272720923.2,2021-03-11T11:30:00Z
KALV.OQ,308189090.39,2020-12-10T12:00:02Z
KALV.OQ,175764469.62,2020-09-14T11:00:00Z
KALV.OQ,194695485.09,2020-07-01T11:00:00Z
KALV.OQ,272862127.8,2020-03-10T11:30:00Z
KALV.OQ,188844225.8,2019-12-03T12:30:00Z
KALV.OQ,288471863.82,2019-09-09T11:30:00Z
KALV.OQ,396689004.0,2019-07-15T11:30:00Z
KALV.OQ,321947716.23,2019-03-14T11:30:00Z
KALV.OQ,324696084.3,2018-12-14T12:30:00Z
KALV.OQ,117794983.475,2018-09-14T11:30:00Z
KALV.OQ,103856509.9,2018-07-30T22:45:02Z
KALV.OQ,112590221.76,2018-03-16T17:00:00Z
KALV.OQ,123647024.66,2017-12-14T17:00:00Z
KALV.OQ,70322424.08,2017-09-14T23:00:00Z
KALV.OQ,72738057.6254,2017-07-27T17:00:00Z
KALV.OQ,69774486.41,2017-03-16T17:00:00Z
KALV.OQ,12127624.3875,2016-08-12T17:00:00Z
KALV.OQ,17447910.5244,2016-05-12T17:00:00Z
KALV.OQ,16939693.3902,
DRNA.OQ,1951525234.01,2021-05-06T20:27:11Z
DRNA.OQ,1653239058.88,2021-02-26T11:18:38Z
DRNA.OQ,1339518219.55,2020-11-05T21:23:14Z
DRNA.OQ,1877476636.2,2020-08-06T11:13:30Z
DRNA.OQ,1354798834.29,2020-05-07T20:33:53Z
DRNA.OQ,1507535987.44,2020-02-27T22:14:54Z
DRNA.OQ,981650332.36,2019-11-07T21:05:00Z
DRNA.OQ,1076102669.25,2019-08-08T20:14:41Z
DRNA.OQ,1000081502.85,2019-05-09T20:09:25Z
DRNA.OQ,670604459.98,2019-03-11T20:07:37Z
DRNA.OQ,925592736.32,2018-11-05T21:05:00Z
DRNA.OQ,647064894.0,2018-08-08T20:05:00Z
DRNA.OQ,494892510.44,2018-05-14T17:00:00Z
DRNA.OQ,466324894.14,2018-03-08T17:00:00Z
DRNA.OQ,119855466.75,2017-11-02T17:00:00Z
DRNA.OQ,65917591.81,2017-08-10T21:05:00Z
DRNA.OQ,70700256.2,2017-05-08T17:00:00Z
DRNA.OQ,59768642.88,2017-03-30T17:00:00Z
DRNA.OQ,122027645.88,2016-11-07T17:00:00Z
DRNA.OQ,62178324.0,2016-08-04T17:00:00Z
PLYM.N,473719501.45,2021-05-07T11:00:00Z
PLYM.N,370722495.0,2021-02-26T12:03:38Z
PLYM.N,304981039.22,2020-11-06T11:30:00Z
PLYM.N,189918003.2,2020-08-06T10:30:00Z
PLYM.N,164456226.36,2020-05-08T10:30:00Z
PLYM.N,260059518.45,2020-02-27T12:08:46Z
PLYM.N,237359452.64,2019-11-07T11:30:00Z
PLYM.N,156754769.78,2019-08-08T10:30:00Z
PLYM.N,81594963.76,2019-05-09T10:31:52Z
PLYM.N,60803856.36,2019-03-08T11:35:07Z
PLYM.N,72253358.5,2018-11-13T15:11:08Z
PLYM.N,56896688.0,2018-08-08T20:39:26Z
PLYM.N,65613873.18,2018-05-03T17:00:00Z
PLYM.N,70462133.28,2018-03-08T23:00:00Z
PLYM.N,69432654.06,2017-11-09T17:00:00Z
PLYM.N,68000662.5,2017-08-14T17:00:00Z
PLYM.N,,2017-06-01T17:00:00Z
PLYM.N,,2017-11-09T23:00:00Z
PLYM.N,,2017-08-14T23:00:00Z
JBSS.OQ,1021621758.3,2021-04-28T20:10:00Z
JBSS.OQ,897926057.31,2021-01-27T21:07:00Z
JBSS.OQ,842769210.6,2020-10-26T20:10:00Z
JBSS.OQ,953171737.92,2020-08-19T20:03:40Z
JBSS.OQ,879142342.84,2020-04-29T20:10:00Z
JBSS.OQ,1043795617.8,2020-01-29T21:10:00Z
JBSS.OQ,1096526372.96,2019-10-28T20:03:21Z
JBSS.OQ,904281200.8,2019-08-21T20:09:01Z
JBSS.OQ,812673061.2,2019-05-01T20:04:52Z
JBSS.OQ,641900156.58,2019-01-30T21:07:57Z
JBSS.OQ,806062321.05,2018-10-30T20:10:00Z
JBSS.OQ,858362775.66,2018-08-22T20:12:27Z
JBSS.OQ,656339723.01,2018-05-03T17:00:00Z
JBSS.OQ,721904435.1,2018-02-05T17:00:00Z
JBSS.OQ,755683688.01,2017-10-30T17:00:00Z
JBSS.OQ,705975430.86,2017-08-23T17:00:00Z
JBSS.OQ,813214991.07,2017-05-03T06:58:00Z
JBSS.OQ,787763480.94,2017-02-01T17:00:00Z
JBSS.OQ,581664060.31,2016-10-31T21:12:00Z
JBSS.OQ,477679423.83,2016-08-24T17:00:00Z
AMC.N,4596094659.06,2021-05-06T21:00:22Z
AMC.N,340616492.84,2021-03-12T14:27:06Z
AMC.N,514894265.67,2020-11-02T21:24:29Z
AMC.N,447530127.33,2020-08-06T20:38:19Z
AMC.N,329405626.92,2020-06-09T20:42:16Z
AMC.N,751872993.64,2020-02-27T22:16:49Z
AMC.N,1111193512.7,2019-11-07T11:51:02Z
AMC.N,968856123.0,2019-08-08T11:33:18Z
AMC.N,1542070035.0,2019-05-09T10:45:00Z
AMC.N,1271154326.88,2019-02-28T21:15:00Z
AMC.N,2615212449.5,2018-11-08T21:43:11Z
AMC.N,2036334290.1,2018-08-01T11:00:00Z
AMC.N,1799402312.95,2018-05-07T17:00:00Z
AMC.N,1948078361.2,2018-03-01T17:00:00Z
AMC.N,1924310835.3,2017-11-06T17:00:00Z
AMC.N,2978082016.0,2017-08-04T17:00:00Z
AMC.N,4115344682.15,2017-05-08T17:00:00Z
AMC.N,3431523526.25,2017-02-28T17:00:00Z
AMC.N,3029423870.31,2016-11-07T17:00:00Z
AMC.N,2690331072.99,2016-08-01T11:45:00Z
AVYA.N,2351801061.97,2021-05-06T11:00:01Z
AVYA.N,1604412929.1,2021-02-09T11:45:00Z
AVYA.N,1265831421.6,2020-11-18T12:00:01Z
AVYA.N,1024202253.6,2020-08-10T11:00:00Z
AVYA.N,752237963.11,2020-05-11T11:00:01Z
AVYA.N,1500808000.5,2020-02-10T12:00:00Z
AVYA.N,1135871733.15,2019-11-20T12:02:52Z
AVYA.N,1320324472.98,2019-08-13T20:11:25Z
AVYA.N,1863376265.52,2019-05-09T11:32:44Z
AVYA.N,1611726814.88,2019-02-11T12:39:18Z
AVYA.N,2434403080.08,2018-12-04T13:09:32Z
AVYA.N,2204730747.84,2018-08-09T17:00:00Z
AVYA.N,2459388668.8,2018-05-10T17:00:00Z
AVYA.N,8683182664.65,2018-03-01T17:00:00Z
AVYA.N,,2017-12-22T17:00:00Z
AVYA.N,,2017-11-13T17:00:00Z
COLB.OQ,3091239671.87,2021-04-29T13:00:16Z
COLB.OQ,2570642368.3,2021-01-28T14:00:28Z
COLB.OQ,1708104587.85,2020-10-29T13:00:23Z
COLB.OQ,2028648021.84,2020-07-23T13:00:21Z
COLB.OQ,1918223480.4,2020-04-30T13:00:23Z
COLB.OQ,2934863005.77,2020-01-23T14:00:22Z
COLB.OQ,2691462420.9,2019-10-24T13:00:17Z
COLB.OQ,2661247071.18,2019-07-25T13:00:31Z
COLB.OQ,2401727663.93,2019-04-25T13:00:25Z
COLB.OQ,2658524654.75,2019-01-24T14:00:08Z
COLB.OQ,2840704379.91,2018-10-25T13:00:24Z
COLB.OQ,2995471337.2,2018-07-26T17:00:00Z
COLB.OQ,3070993336.05,2018-04-26T17:00:00Z
COLB.OQ,2535730287.6,2018-01-25T17:00:00Z
COLB.OQ,2458422688.81,2017-10-26T17:00:00Z
COLB.OQ,2324985725.35,2017-07-27T14:00:00Z
COLB.OQ,2274129492.32,2017-04-27T23:30:28Z
COLB.OQ,2593325808.76,2017-01-26T13:00:00Z
COLB.OQ,1899346920.0,2016-10-27T17:00:00Z
COLB.OQ,1627174033.76,2016-07-29T01:00:00Z
ALRM.OQ,4289336848.86,2021-05-04T21:21:50Z
ALRM.OQ,5080643744.95,2021-02-25T21:02:00Z
ALRM.OQ,2713285731.0,2020-11-05T21:02:00Z
ALRM.OQ,3153684023.74,2020-08-05T20:02:00Z
ALRM.OQ,1896757832.1,2020-05-07T20:05:01Z
ALRM.OQ,2092669637.61,2020-02-25T21:05:00Z
ALRM.OQ,2261436151.92,2019-11-05T21:05:01Z
ALRM.OQ,2585806351.5,2019-08-08T20:07:40Z
ALRM.OQ,3127031724.3,2019-05-09T20:07:17Z
ALRM.OQ,2495054941.47,2019-02-28T21:05:16Z
ALRM.OQ,2737728875.0,2018-11-07T21:05:19Z
ALRM.OQ,1909745812.62,2018-08-07T20:45:59Z
ALRM.OQ,1781547533.58,2018-05-03T17:00:00Z
ALRM.OQ,1779550590.75,2018-02-27T17:00:00Z
ALRM.OQ,2110274939.88,2017-11-08T17:00:00Z
ALRM.OQ,1756743266.61,2017-08-08T21:05:00Z
ALRM.OQ,1422746397.98,2017-05-09T21:05:00Z
ALRM.OQ,1279465242.11,2017-03-15T17:00:00Z
ALRM.OQ,1316969649.84,2016-11-14T17:00:00Z
ALRM.OQ,1168401473.8,2016-08-15T13:40:00Z
SAM.N,14252550052.13,2021-04-22T20:30:35Z
SAM.N,12425390137.44,2021-02-17T21:40:35Z
SAM.N,10692919620.95,2020-10-22T20:28:38Z
SAM.N,6866625080.54,2020-07-23T20:33:12Z
SAM.N,4320671503.08,2020-04-22T20:34:39Z
SAM.N,4557879393.75,2020-02-19T21:30:55Z
SAM.N,4262441231.42,2019-10-29T21:19:34Z
SAM.N,4407093219.84,2019-07-25T20:47:18Z
SAM.N,3405186928.13,2019-04-24T20:36:21Z
SAM.N,2775172464.64,2019-02-20T21:42:47Z
SAM.N,3378628125.0,2018-10-25T20:36:36Z
SAM.N,3526977192.3,2018-07-26T20:37:38Z
SAM.N,2230942374.3,2018-04-25T23:00:00Z
SAM.N,2247582710.1,2018-02-21T23:00:00Z
SAM.N,1876935126.0,2017-10-26T23:00:00Z
SAM.N,1630909006.05,2017-07-27T21:33:52Z
SAM.N,1800511781.2,2017-04-26T17:00:00Z
SAM.N,2132490868.7,2017-02-22T17:00:00Z
SAM.N,1892198958.8,2016-10-20T17:00:00Z
SAM.N,2045432068.38,2016-07-21T17:00:00Z
CLPT.OQ,437022548.06,2021-05-11T20:12:55Z
CLPT.OQ,270886109.76,2021-03-04T21:08:23Z
CLPT.OQ,86712465.84,2020-11-10T21:08:45Z
CLPT.OQ,55147602.285,2020-08-13T20:09:34Z
CLPT.OQ,55460869.54,2020-05-13T20:17:50Z
CLPT.OQ,73129478.4,2020-02-12T21:06:56Z
CLPT.OQ,75858973.52,2019-11-12T21:20:44Z
CLPT.OQ,35415062.4,2019-08-06T20:09:44Z
CLPT.OQ,35368864.0,2019-05-13T20:09:36Z
CLPT.OQ,17298831.48,2019-04-01T20:11:12Z
CLPT.OQ,22012878.0,2018-11-13T21:15:28Z
CLPT.OQ,23595093.3,2018-08-14T20:44:40Z
CLPT.OQ,35289708.3,2018-05-15T22:00:00Z
CLPT.OQ,28603066.25,2018-03-15T17:00:00Z
CLPT.OQ,24803764.79,2017-11-06T23:00:00Z
CLPT.OQ,38255077.0,2017-08-01T16:00:00Z
CLPT.OQ,18110160.0,2017-04-27T17:00:00Z
CLPT.OQ,12275781.6,2017-03-01T17:00:00Z
CLPT.OQ,21755161.92,2016-11-04T16:00:00Z
CLPT.OQ,22694038.13,2016-08-15T17:00:00Z
ACCD.OQ,2459193191.52,2021-05-05T23:03:16Z
ACCD.OQ,2863950851.97,2021-01-07T21:05:00Z
ACCD.OQ,1655942584.62,2020-10-14T20:03:10Z
ACCD.OQ,,2020-08-13T20:03:10Z
ACCD.OQ,,2020-06-30T13:25:47Z
ACCD.OQ,,2020-02-28T00:00:00Z
ACCD.OQ,,
IRTC.OQ,4066896826.14,2021-05-06T20:06:49Z
IRTC.OQ,6848588589.36,2021-02-25T21:05:03Z
IRTC.OQ,6870726196.71,2020-11-06T21:08:11Z
IRTC.OQ,3133642885.56,2020-08-07T20:14:23Z
IRTC.OQ,2180264929.4,2020-05-07T20:05:15Z
IRTC.OQ,1812858664.32,2020-02-27T21:05:11Z
IRTC.OQ,1957357228.43,2019-11-05T21:07:56Z
IRTC.OQ,1952238312.24,2019-07-31T20:06:06Z
IRTC.OQ,1846163079.28,2019-05-07T20:03:11Z
IRTC.OQ,1680158759.4,2019-02-12T21:05:14Z
IRTC.OQ,2266982616.76,2018-10-30T20:05:04Z
IRTC.OQ,1914679033.68,2018-08-01T20:05:07Z
IRTC.OQ,1485113819.05,2018-05-02T17:00:00Z
IRTC.OQ,1288111225.35,2018-02-14T17:00:00Z
IRTC.OQ,1179227575.16,2017-11-01T17:00:00Z
IRTC.OQ,944482549.01,2017-08-02T17:00:00Z
IRTC.OQ,832939151.2,2017-05-03T06:35:00Z
IRTC.OQ,663809430.0,2017-02-16T00:15:00Z
IRTC.OQ,,2016-12-05T21:07:00Z
IRTC.OQ,,2016-09-23T17:00:00Z
EXC.OQ,42741644778.9,2021-05-05T10:50:00Z
EXC.OQ,41188669387.86,2021-02-24T11:52:00Z
EXC.OQ,34886471276.88,2020-11-03T11:56:12Z
EXC.OQ,35364746349.55,2020-08-04T10:50:00Z
EXC.OQ,35867952884.88,2020-05-08T19:25:18Z
EXC.OQ,44318443155.35,2020-02-11T11:52:39Z
EXC.OQ,46962579268.15,2019-10-31T16:40:55Z
EXC.OQ,46547576899.26,2019-08-01T17:43:05Z
EXC.OQ,48623702081.58,2019-05-02T20:39:37Z
EXC.OQ,43612139544.6,2019-02-08T11:48:36Z
EXC.OQ,42171486565.66,2018-11-01T11:14:59Z
EXC.OQ,41125269749.4,2018-08-02T17:00:00Z
EXC.OQ,37644139710.19,2018-05-02T17:00:00Z
EXC.OQ,37867195960.93,2018-02-07T17:00:00Z
EXC.OQ,36166511117.66,2017-11-02T22:00:00Z
EXC.OQ,34630370480.86,2017-08-02T23:00:00Z
EXC.OQ,33320957826.8,2017-05-03T13:00:00Z
EXC.OQ,32766863443.86,2017-02-08T17:00:00Z
EXC.OQ,30735668753.06,2016-10-26T16:00:00Z
EXC.OQ,33555639482.28,2016-08-09T17:00:00Z
GIC.N,1548462049.12,2021-05-04T20:30:23Z
GIC.N,1342731394.9,2021-02-23T21:57:19Z
GIC.N,897390133.92,2020-10-27T20:36:13Z
GIC.N,769636059.4,2020-07-28T21:18:34Z
GIC.N,669356683.02,2020-04-28T20:58:50Z
GIC.N,944284388.16,2020-02-25T21:44:31Z
GIC.N,825063272.37,2019-10-30T10:08:22Z
GIC.N,829422119.36,2019-07-30T20:30:09Z
GIC.N,847331341.44,2019-04-30T21:00:27Z
GIC.N,890144481.81,
GIC.N,1225097200.26,2018-10-30T20:52:49Z
GIC.N,1276192517.45,2018-07-31T20:54:41Z
GIC.N,1061218974.1,2018-05-01T17:00:00Z
GIC.N,1233371499.87,2018-02-27T17:00:00Z
GIC.N,978391475.31,2017-10-31T17:00:00Z
GIC.N,694748115.6,2017-08-01T17:00:00Z
GIC.N,409709359.24,2017-05-04T07:04:00Z
GIC.N,323738349.61,
GIC.N,292361200.56,2016-10-31T17:00:00Z
GIC.N,314566678.64,2016-08-02T17:00:00Z
EFX.N,22174527076.23,2021-04-21T20:32:52Z
EFX.N,23457627442.2,2021-02-10T22:07:41Z
EFX.N,19056674846.4,2020-10-22T20:50:05Z
EFX.N,20863677347.56,2020-07-22T20:56:10Z
EFX.N,14569425199.5,2020-04-20T21:28:53Z
EFX.N,16966203766.08,2020-02-12T22:18:38Z
EFX.N,17004798560.43,2019-10-23T20:54:36Z
EFX.N,16340235866.64,2019-07-24T21:15:38Z
EFX.N,14381750367.0,2019-05-10T20:29:15Z
EFX.N,11229156921.01,2019-02-20T22:13:40Z
EFX.N,15722216775.76,2018-10-24T20:30:51Z
EFX.N,15048786413.51,2018-07-25T17:00:00Z
EFX.N,14231585366.46,2018-04-25T17:00:00Z
EFX.N,14159760017.92,2018-03-01T23:00:00Z
EFX.N,12758282228.91,2017-11-09T22:00:00Z
EFX.N,16519504868.9,2017-07-26T21:41:00Z
EFX.N,16508833924.62,2017-04-26T21:15:00Z
EFX.N,14159379563.07,2017-02-08T21:17:00Z
EFX.N,16060149653.46,2016-10-26T17:00:00Z
EFX.N,15281385658.8,2016-07-27T21:04:00Z
ORIC.OQ,899035144.0,2021-05-06T20:12:49Z
ORIC.OQ,1204822576.1,2021-03-23T20:05:00Z
ORIC.OQ,763912567.85,2020-11-05T21:21:13Z
ORIC.OQ,1008629505.47,2020-08-05T20:19:10Z
ORIC.OQ,,2020-05-20T20:15:10Z
ORIC.OQ,,2020-02-28T23:18:35Z
ORIC.OQ,,2020-11-05T21:21:13Z
ORIC.OQ,,2020-08-05T20:19:10Z
ORIC.OQ,,
CVET.OQ,4086170818.92,2021-05-06T20:05:01Z
CVET.OQ,3909156285.36,2021-03-01T00:00:00Z
CVET.OQ,2752956791.2,2020-11-10T21:05:07Z
CVET.OQ,2015749613.73,2020-08-11T20:05:10Z
CVET.OQ,910495133.46,2020-05-14T20:05:24Z
CVET.OQ,1473390692.4,2020-03-03T22:07:09Z
CVET.OQ,1333137809.12,2019-11-12T12:00:04Z
CVET.OQ,2732164657.86,2019-08-13T11:00:19Z
CVET.OQ,3541503802.2,2019-05-15T13:06:04Z
CVET.OQ,,2019-03-29T20:39:33Z
CVET.OQ,,2019-02-07T22:12:29Z
CVET.OQ,,2018-11-01T00:00:00Z
CVET.OQ,,2019-05-16T10:05:38Z
CVET.OQ,,
CXW.N,1088449780.7,2021-05-05T20:15:00Z
CXW.N,783604114.8,2021-02-10T21:15:00Z
CXW.N,957046424.0,2020-11-05T13:02:25Z
CXW.N,1119723171.84,2020-08-05T21:06:10Z
CXW.N,1336252545.49,2020-05-06T20:15:10Z
CXW.N,2069880659.0,2020-02-12T21:15:10Z
CXW.N,2057971104.0,2019-11-06T21:15:02Z
CXW.N,2471849334.12,2019-08-05T20:15:14Z
CXW.N,2315870402.15,2019-05-08T20:15:29Z
CXW.N,2116088096.07,2019-02-19T21:15:06Z
CXW.N,2884737080.73,2018-11-05T21:19:02Z
CXW.N,2832007368.48,2018-08-08T20:57:05Z
CXW.N,2313971696.64,2018-05-02T17:00:00Z
CXW.N,2659595535.0,2018-02-14T17:00:00Z
CXW.N,3163654132.22,2017-11-08T16:00:00Z
CXW.N,3255314892.76,2017-08-07T16:00:00Z
CXW.N,3708556705.24,2017-05-03T21:15:00Z
CXW.N,2875325809.14,2017-02-09T10:10:00Z
CXW.N,1630037602.06,2016-11-02T20:15:00Z
CXW.N,4113478301.62,2016-08-03T16:00:00Z
TRN.N,3154154908.52,2021-04-22T11:30:00Z
TRN.N,3012723462.84,2021-02-24T12:30:00Z
TRN.N,2313899445.0,2020-10-21T20:15:00Z
TRN.N,2508677194.97,2020-07-22T20:15:00Z
TRN.N,1902190424.59,2020-04-29T20:15:00Z
TRN.N,2717474455.55,2020-02-19T21:15:01Z
TRN.N,2516566538.88,2019-10-23T20:24:00Z
TRN.N,2694133769.0,2019-07-24T20:50:00Z
TRN.N,2840669852.14,2019-04-24T20:15:00Z
TRN.N,3012288462.26,2019-02-20T21:15:00Z
TRN.N,5412273313.12,2018-10-24T20:15:00Z
TRN.N,5114679545.46,2018-07-25T20:15:00Z
TRN.N,4904972761.65,2018-04-25T17:00:00Z
TRN.N,5685814592.5,2018-02-21T17:00:00Z
TRN.N,4827605129.6,2017-10-25T16:00:00Z
TRN.N,4265413366.47,2017-07-26T16:00:00Z
TRN.N,4040548760.7,2017-04-25T21:15:00Z
TRN.N,4226646908.08,2017-02-16T21:15:00Z
TRN.N,3684849924.6,2016-10-26T16:00:00Z
TRN.N,2800471468.26,2016-07-22T16:00:00Z
NTST.N,525719569.07,2021-04-29T20:15:00Z
NTST.N,549687092.05,2021-03-04T22:12:02Z
NTST.N,546489388.5,2020-10-29T21:00:33Z
NTST.N,,2020-08-21T20:33:07Z
NTST.N,,2020-07-17T20:04:54Z
NTST.N,,
