Instrument,Earnings before Interest & Taxes (EBIT) - Normalized,Original Announcement Date Time
BCC.N,205396000.0,2021-05-06T20:24:10Z
BCC.N,93230000.0,2021-02-22T21:05:00Z
BCC.N,158535000.0,2020-10-30T20:05:00Z
BCC.N,51915000.0,2020-07-31T20:15:00Z
BCC.N,25956000.0,2020-05-07T20:30:00Z
BCC.N,24742000.0,2020-02-24T21:30:00Z
BCC.N,43085000.0,2019-11-07T13:11:42Z
BCC.N,45090000.0,2019-08-05T10:18:33Z
BCC.N,21517000.0,2019-05-07T10:13:07Z
BCC.N,-80646000.0,2019-02-26T11:06:36Z
BCC.N,30140000.0,2018-11-06T11:05:54Z
BCC.N,73504000.0,2018-08-06T09:45:35Z
BCC.N,51297000.0,2018-05-04T23:00:00Z
BCC.N,22191000.0,2018-02-26T23:00:00Z
BCC.N,56098000.0,2017-10-31T17:00:00Z
BCC.N,42462000.0,2017-07-27T11:07:00Z
BCC.N,21122000.0,2017-05-03T17:00:00Z
BCC.N,-3068000.0,2017-02-24T17:00:00Z
BCC.N,31267000.0,2016-10-26T17:00:00Z
BCC.N,37895000.0,2016-07-28T17:00:00Z
CIT.N,282600000.0,2021-04-28T12:10:50Z
CIT.N,176500000.0,2021-01-26T13:12:31Z
CIT.N,178500000.0,2020-10-16T13:43:34Z
CIT.N,87500000.0,2020-07-21T10:42:48Z
CIT.N,162000000.0,2020-04-21T10:32:20Z
CIT.N,180000000.0,2020-01-28T11:47:49Z
CIT.N,132000000.0,2019-10-22T11:46:34Z
CIT.N,170400000.0,2019-07-23T10:58:35Z
CIT.N,157100000.0,2019-04-23T10:59:16Z
CIT.N,132300000.0,2019-01-29T11:30:15Z
CIT.N,174200000.0,2018-10-23T10:30:22Z
CIT.N,224000000.0,2018-07-24T10:30:13Z
CIT.N,145100000.0,2018-04-24T17:00:00Z
CIT.N,241200000.0,2018-01-30T17:00:00Z
CIT.N,180900000.0,2017-10-24T11:41:00Z
CIT.N,179400000.0,2017-07-25T17:00:00Z
CIT.N,150900000.0,2017-04-24T11:30:00Z
CIT.N,-349000000.0,2017-01-31T12:30:00Z
CIT.N,159700000.0,2016-10-25T11:30:00Z
CIT.N,224100000.0,2016-07-28T12:06:00Z
MSCI.N,253236000.0,2021-04-27T10:45:00Z
MSCI.N,232195000.0,2021-01-28T11:56:11Z
MSCI.N,226104000.0,2020-10-27T10:48:16Z
MSCI.N,214623000.0,2020-07-28T10:45:00Z
MSCI.N,209597000.0,2020-04-28T11:00:00Z
MSCI.N,181523000.0,2020-01-30T12:03:57Z
MSCI.N,200997000.0,2019-10-31T11:00:01Z
MSCI.N,192315000.0,2019-08-01T11:04:42Z
MSCI.N,160121000.0,2019-05-02T11:03:00Z
MSCI.N,217084000.0,2019-01-31T12:04:00Z
MSCI.N,176226000.0,2018-11-01T11:04:55Z
MSCI.N,183803000.0,2018-08-02T11:03:00Z
MSCI.N,166228000.0,2018-05-03T17:00:00Z
MSCI.N,153750000.0,2018-02-01T17:00:00Z
MSCI.N,147988000.0,2017-11-02T17:00:00Z
MSCI.N,145228000.0,2017-08-02T12:11:37Z
MSCI.N,130051000.0,2017-05-03T23:41:00Z
MSCI.N,124792000.0,2017-02-02T17:00:00Z
MSCI.N,123302000.0,2016-10-27T17:00:00Z
MSCI.N,122177000.0,2016-07-28T17:00:00Z
FIS.N,-129000000.0,2021-05-06T11:00:01Z
FIS.N,-1139000000.0,2021-02-09T12:04:28Z
FIS.N,463000000.0,2020-10-29T11:05:57Z
FIS.N,316000000.0,2020-08-04T11:00:00Z
FIS.N,294000000.0,2020-05-07T11:00:00Z
FIS.N,323000000.0,2020-02-13T12:00:00Z
FIS.N,604000000.0,2019-11-05T12:06:25Z
FIS.N,306000000.0,2019-08-06T11:00:00Z
FIS.N,309000000.0,2019-04-30T11:08:46Z
FIS.N,472000000.0,2019-02-12T12:07:43Z
FIS.N,379000000.0,2018-10-30T11:00:00Z
FIS.N,349000000.0,2018-07-31T11:07:44Z
FIS.N,297000000.0,2018-05-01T17:00:00Z
FIS.N,435000000.0,2018-02-06T17:00:00Z
FIS.N,203000000.0,2017-10-31T17:00:00Z
FIS.N,374000000.0,2017-08-02T12:13:00Z
FIS.N,302000000.0,2017-05-02T12:00:00Z
FIS.N,432000000.0,2017-02-07T12:14:00Z
FIS.N,392000000.0,2016-11-01T17:00:00Z
FIS.N,282000000.0,2016-07-26T12:00:00Z
FMNB.OQ,17705000.0,2021-04-28T12:00:01Z
FMNB.OQ,18544000.0,2021-01-28T13:00:01Z
FMNB.OQ,16008000.0,2020-10-28T12:00:01Z
FMNB.OQ,15399000.0,2020-07-29T12:00:01Z
FMNB.OQ,12777000.0,2020-04-29T12:00:00Z
FMNB.OQ,11990000.0,2020-01-29T13:00:00Z
FMNB.OQ,11362000.0,2019-10-23T12:00:01Z
FMNB.OQ,10038000.0,2019-07-26T12:00:00Z
FMNB.OQ,9985000.0,2019-04-24T12:00:00Z
FMNB.OQ,10091000.0,2019-01-30T13:00:00Z
FMNB.OQ,9267000.0,2018-10-24T12:00:00Z
FMNB.OQ,9660000.0,2018-07-18T12:00:00Z
FMNB.OQ,9110000.0,2018-04-18T17:00:00Z
FMNB.OQ,10152000.0,2018-01-31T17:00:00Z
FMNB.OQ,8262000.0,2017-10-25T17:00:00Z
FMNB.OQ,7818000.0,2017-07-26T17:00:00Z
FMNB.OQ,7817000.0,2017-04-19T21:05:00Z
FMNB.OQ,7396000.0,2017-01-27T17:00:00Z
FMNB.OQ,7374000.0,2016-10-20T17:00:00Z
FMNB.OQ,7077000.0,2016-07-22T17:00:00Z
HSC.N,40126000.0,2021-05-04T11:04:25Z
HSC.N,26385000.0,2021-02-25T12:04:40Z
HSC.N,20773000.0,2020-11-03T12:00:01Z
HSC.N,21525000.0,2020-08-05T16:21:06Z
HSC.N,23270000.0,2020-05-08T11:00:15Z
HSC.N,18205000.0,2020-02-21T12:00:11Z
HSC.N,47121000.0,2019-10-29T12:04:06Z
HSC.N,14636000.0,2019-07-31T11:28:54Z
HSC.N,41255000.0,2019-05-09T10:00:33Z
HSC.N,27111000.0,2019-02-21T12:26:33Z
HSC.N,44006000.0,2018-10-31T11:00:08Z
HSC.N,39816000.0,2018-08-02T11:11:31Z
HSC.N,39196000.0,2018-05-02T17:00:00Z
HSC.N,336000.0,2018-02-22T17:00:00Z
HSC.N,37351000.0,2017-11-08T17:00:00Z
HSC.N,44469000.0,2017-08-03T12:09:00Z
HSC.N,28971000.0,2017-05-03T12:00:00Z
HSC.N,30243000.0,2017-02-24T12:30:00Z
HSC.N,30367000.0,2016-11-03T16:00:00Z
HSC.N,2518000.0,2016-08-04T17:00:00Z
KODK.N,11000000.0,2021-05-12T20:15:00Z
KODK.N,26000000.0,2021-03-16T20:44:02Z
KODK.N,-8000000.0,2020-11-10T21:20:00Z
KODK.N,3000000.0,2020-08-11T20:15:00Z
KODK.N,13000000.0,2020-05-12T20:15:00Z
KODK.N,-31000000.0,2020-03-17T20:19:00Z
KODK.N,4000000.0,2019-11-07T21:19:00Z
KODK.N,3000000.0,2019-08-08T20:15:00Z
KODK.N,-4000000.0,2019-05-09T20:15:00Z
KODK.N,-8000000.0,2019-04-01T20:15:00Z
KODK.N,34000000.0,2018-11-09T21:18:00Z
KODK.N,7000000.0,2018-08-10T01:33:33Z
KODK.N,-17000000.0,2018-05-09T17:00:00Z
KODK.N,6000000.0,2018-03-15T17:00:00Z
KODK.N,30000000.0,2017-11-08T17:00:00Z
KODK.N,32000000.0,2017-08-09T21:15:00Z
KODK.N,37000000.0,2017-05-09T17:00:00Z
KODK.N,56000000.0,2017-03-07T17:00:00Z
KODK.N,27000000.0,2016-11-09T17:00:00Z
KODK.N,39000000.0,2016-08-09T17:00:00Z
KALV.OQ,-10185000.0,2021-03-11T11:30:00Z
KALV.OQ,-10619000.0,2020-12-10T12:00:02Z
KALV.OQ,-11073000.0,2020-09-14T11:00:00Z
KALV.OQ,-7071000.0,2020-07-01T11:00:00Z
KALV.OQ,-9663000.0,2020-03-10T11:30:00Z
KALV.OQ,-6408000.0,2019-12-03T12:30:00Z
KALV.OQ,-7874000.0,2019-09-09T11:30:00Z
KALV.OQ,-8783000.0,2019-07-15T11:30:00Z
KALV.OQ,-4679000.0,2019-03-14T11:30:00Z
KALV.OQ,-3508000.0,2018-12-14T12:30:00Z
KALV.OQ,-5119000.0,2018-09-14T11:30:00Z
KALV.OQ,-722000.0,2018-07-30T22:45:02Z
KALV.OQ,-5248000.0,2018-03-16T17:00:00Z
KALV.OQ,-4987000.0,2017-12-14T17:00:00Z
KALV.OQ,-4930000.0,2017-09-14T23:00:00Z
KALV.OQ,-4207000.0,2017-07-27T17:00:00Z
KALV.OQ,-7651000.0,2017-03-16T17:00:00Z
KALV.OQ,-3544000.0,2016-08-12T17:00:00Z
KALV.OQ,-5071000.0,2016-05-12T17:00:00Z
DRNA.OQ,-30241000.0,2021-05-06T20:27:11Z
DRNA.OQ,-37195000.0,2021-02-26T11:18:38Z
DRNA.OQ,-22899000.0,2020-11-05T21:23:14Z
DRNA.OQ,-33543000.0,2020-08-06T11:13:30Z
DRNA.OQ,-25101000.0,2020-05-07T20:33:53Z
DRNA.OQ,-41170000.0,2020-02-27T22:14:54Z
DRNA.OQ,-32670000.0,2019-11-07T21:05:00Z
DRNA.OQ,-25981000.0,2019-08-08T20:14:41Z
DRNA.OQ,-28172000.0,2019-05-09T20:09:25Z
DRNA.OQ,-19479000.0,2019-03-11T20:07:37Z
DRNA.OQ,-15504000.0,2018-11-05T21:05:00Z
DRNA.OQ,-13554000.0,2018-08-08T20:05:00Z
DRNA.OQ,-15867000.0,2018-05-14T17:00:00Z
DRNA.OQ,-13034000.0,2018-03-08T17:00:00Z
DRNA.OQ,-12664000.0,2017-11-02T17:00:00Z
DRNA.OQ,-13134000.0,2017-08-10T21:05:00Z
DRNA.OQ,-14239000.0,2017-05-08T17:00:00Z
DRNA.OQ,-14075000.0,2017-03-30T17:00:00Z
DRNA.OQ,-14237000.0,2016-11-07T17:00:00Z
DRNA.OQ,-15688000.0,2016-08-04T17:00:00Z
PLYM.N,2021000.0,2021-05-07T11:00:00Z
PLYM.N,2080000.0,2021-02-26T12:03:38Z
PLYM.N,1189000.0,2020-11-06T11:30:00Z
PLYM.N,1015000.0,2020-08-06T10:30:00Z
PLYM.N,599000.0,2020-05-08T10:30:00Z
PLYM.N,1379000.0,2020-02-27T12:08:46Z
PLYM.N,669000.0,2019-11-07T11:30:00Z
PLYM.N,821000.0,2019-08-08T10:30:00Z
PLYM.N,322000.0,2019-05-09T10:31:52Z
PLYM.N,495000.0,2019-03-08T11:35:07Z
PLYM.N,-339000.0,2018-11-13T15:11:08Z
PLYM.N,283000.0,2018-08-08T20:39:26Z
PLYM.N,-488000.0,2018-05-03T17:00:00Z
PLYM.N,-1677000.0,2018-03-08T23:00:00Z
PLYM.N,-216000.0,2017-11-09T17:00:00Z
PLYM.N,-484000.0,2017-08-14T17:00:00Z
PLYM.N,35000.0,2017-06-01T17:00:00Z
PLYM.N,2456000.0,2017-06-01T17:00:00Z
PLYM.N,-251000.0,2017-11-09T23:00:00Z
PLYM.N,-302000.0,2017-08-14T23:00:00Z
JBSS.OQ,20088000.0,2021-04-28T20:10:00Z
JBSS.OQ,26802000.0,2021-01-27T21:07:00Z
JBSS.OQ,17811000.0,2020-10-26T20:10:00Z
JBSS.OQ,14476000.0,2020-08-19T20:03:40Z
JBSS.OQ,18523000.0,2020-04-29T20:10:00Z
JBSS.OQ,23625000.0,2020-01-29T21:10:00Z
JBSS.OQ,18092000.0,2019-10-28T20:03:21Z
JBSS.OQ,15739000.0,2019-08-21T20:09:01Z
JBSS.OQ,14597000.0,2019-05-01T20:04:52Z
JBSS.OQ,15876000.0,2019-01-30T21:07:57Z
JBSS.OQ,9276000.0,2018-10-30T20:10:00Z
JBSS.OQ,9741000.0,2018-08-22T20:12:27Z
JBSS.OQ,13203000.0,2018-05-03T17:00:00Z
JBSS.OQ,13368000.0,2018-02-05T17:00:00Z
JBSS.OQ,16501000.0,2017-10-30T17:00:00Z
JBSS.OQ,11396000.0,2017-08-23T17:00:00Z
JBSS.OQ,10063000.0,2017-05-03T06:58:00Z
JBSS.OQ,19443000.0,2017-02-01T17:00:00Z
JBSS.OQ,16146000.0,2016-10-31T21:12:00Z
JBSS.OQ,12229000.0,2016-08-24T17:00:00Z
AMC.N,-426800000.0,2021-05-06T21:00:22Z
AMC.N,-492100000.0,2021-03-12T14:27:06Z
AMC.N,-537800000.0,2020-11-02T21:24:29Z
AMC.N,-495200000.0,2020-08-06T20:38:19Z
AMC.N,-156300000.0,2020-06-09T20:42:16Z
AMC.N,98800000.0,2020-02-27T22:16:49Z
AMC.N,26800000.0,2019-11-07T11:51:02Z
AMC.N,174600000.0,2019-08-08T11:33:18Z
AMC.N,-76500000.0,2019-05-09T10:45:00Z
AMC.N,272100000.0,2019-02-28T21:15:00Z
AMC.N,2500000.0,2018-11-08T21:43:11Z
AMC.N,95900000.0,2018-08-01T11:00:00Z
AMC.N,99100000.0,2018-05-07T17:00:00Z
AMC.N,134100000.0,2018-03-01T17:00:00Z
AMC.N,16700000.0,2017-11-06T17:00:00Z
AMC.N,-204700000.0,2017-08-04T17:00:00Z
AMC.N,101500000.0,2017-05-08T17:00:00Z
AMC.N,91373000.0,2017-02-28T17:00:00Z
AMC.N,82260000.0,2016-11-07T17:00:00Z
AMC.N,72935000.0,2016-08-01T11:45:00Z
AVYA.N,61000000.0,2021-05-06T11:00:01Z
AVYA.N,71000000.0,2021-02-09T11:45:00Z
AVYA.N,87000000.0,2020-11-18T12:00:01Z
AVYA.N,102000000.0,2020-08-10T11:00:00Z
AVYA.N,48000000.0,2020-05-11T11:00:01Z
AVYA.N,32000000.0,2020-02-10T12:00:00Z
AVYA.N,65000000.0,2019-11-20T12:02:52Z
AVYA.N,49000000.0,2019-08-13T20:11:25Z
AVYA.N,40000000.0,2019-05-09T11:32:44Z
AVYA.N,61000000.0,2019-02-11T12:39:18Z
AVYA.N,20000000.0,2018-12-04T13:09:32Z
AVYA.N,10000000.0,2018-08-09T17:00:00Z
AVYA.N,-47000000.0,2018-05-10T17:00:00Z
AVYA.N,58000000.0,2018-03-01T17:00:00Z
AVYA.N,72000000.0,2017-12-22T17:00:00Z
AVYA.N,72000000.0,2017-11-13T17:00:00Z
AVYA.N,56000000.0,2017-12-22T17:00:00Z
AVYA.N,84000000.0,2017-12-22T17:00:00Z
AVYA.N,122000000.0,2017-11-13T17:00:00Z
AVYA.N,,2017-11-13T17:00:00Z
COLB.OQ,64401000.0,2021-04-29T13:00:16Z
COLB.OQ,75074000.0,2021-01-28T14:00:28Z
COLB.OQ,54683000.0,2020-10-29T13:00:23Z
COLB.OQ,44777000.0,2020-07-23T13:00:21Z
COLB.OQ,17858000.0,2020-04-30T13:00:23Z
COLB.OQ,58032000.0,2020-01-23T14:00:22Z
COLB.OQ,63105000.0,2019-10-24T13:00:17Z
COLB.OQ,63818000.0,2019-07-25T13:00:31Z
COLB.OQ,56656000.0,2019-04-25T13:00:25Z
COLB.OQ,55482000.0,2019-01-24T14:00:08Z
COLB.OQ,57821000.0,2018-10-25T13:00:24Z
COLB.OQ,51748000.0,2018-07-26T17:00:00Z
COLB.OQ,46785000.0,2018-04-26T17:00:00Z
COLB.OQ,40851000.0,2018-01-25T17:00:00Z
COLB.OQ,59107000.0,2017-10-26T17:00:00Z
COLB.OQ,38252000.0,2017-07-27T14:00:00Z
COLB.OQ,39773000.0,2017-04-27T23:30:28Z
COLB.OQ,43035000.0,2017-01-26T13:00:00Z
COLB.OQ,39608000.0,2016-10-27T17:00:00Z
COLB.OQ,36650000.0,2016-07-29T01:00:00Z
ALRM.OQ,20178000.0,2021-05-04T21:21:50Z
ALRM.OQ,17268000.0,2021-02-25T21:02:00Z
ALRM.OQ,44923000.0,2020-11-05T21:02:00Z
ALRM.OQ,14914000.0,2020-08-05T20:02:00Z
ALRM.OQ,16501000.0,2020-05-07T20:05:01Z
ALRM.OQ,17904000.0,2020-02-25T21:05:00Z
ALRM.OQ,21598000.0,2019-11-05T21:05:01Z
ALRM.OQ,18007000.0,2019-08-08T20:07:40Z
ALRM.OQ,15610000.0,2019-05-09T20:07:17Z
ALRM.OQ,9275000.0,2019-02-28T21:05:16Z
ALRM.OQ,-15977000.0,2018-11-07T21:05:19Z
ALRM.OQ,8930000.0,2018-08-07T20:45:59Z
ALRM.OQ,12389000.0,2018-05-03T17:00:00Z
ALRM.OQ,12942000.0,2018-02-27T17:00:00Z
ALRM.OQ,10743000.0,2017-11-08T17:00:00Z
ALRM.OQ,6033000.0,2017-08-08T21:05:00Z
ALRM.OQ,4722000.0,2017-05-09T21:05:00Z
ALRM.OQ,4329000.0,2017-03-15T17:00:00Z
ALRM.OQ,2974000.0,2016-11-14T17:00:00Z
ALRM.OQ,2896000.0,2016-08-15T13:40:00Z
SAM.N,76819000.0,2021-04-22T20:30:35Z
SAM.N,46139000.0,2021-02-17T21:40:35Z
SAM.N,104912000.0,2020-10-22T20:28:38Z
SAM.N,83651000.0,2020-07-23T20:33:12Z
SAM.N,26915000.0,2020-04-22T20:34:39Z
SAM.N,17999000.0,2020-02-19T21:30:55Z
SAM.N,59072000.0,2019-10-29T21:19:34Z
SAM.N,38372000.0,2019-07-25T20:47:18Z
SAM.N,29191000.0,2019-04-24T20:36:21Z
SAM.N,28638000.0,2019-02-20T21:42:47Z
SAM.N,46677000.0,2018-10-25T20:36:36Z
SAM.N,31378000.0,2018-07-26T20:37:38Z
SAM.N,8953000.0,2018-04-25T23:00:00Z
SAM.N,15474000.0,2018-02-21T23:00:00Z
SAM.N,51692000.0,2017-10-26T23:00:00Z
SAM.N,46922000.0,2017-07-27T21:33:52Z
SAM.N,3956000.0,2017-04-26T17:00:00Z
SAM.N,33941000.0,2017-02-22T17:00:00Z
SAM.N,50140000.0,2016-10-20T17:00:00Z
SAM.N,41582000.0,2016-07-21T17:00:00Z
CLPT.OQ,-2206000.0,2021-05-11T20:12:55Z
CLPT.OQ,-1277986.0,2021-03-04T21:08:23Z
CLPT.OQ,-1282987.0,2020-11-10T21:08:45Z
CLPT.OQ,-1463935.0,2020-08-13T20:09:34Z
CLPT.OQ,-1213000.0,2020-05-13T20:17:50Z
CLPT.OQ,-1416828.0,2020-02-12T21:06:56Z
CLPT.OQ,-909801.0,2019-11-12T21:20:44Z
CLPT.OQ,-1291375.0,2019-08-06T20:09:44Z
CLPT.OQ,-966620.0,2019-05-13T20:09:36Z
CLPT.OQ,-979944.0,2019-04-01T20:11:12Z
CLPT.OQ,-1203547.0,2018-11-13T21:15:28Z
CLPT.OQ,-1636025.0,2018-08-14T20:44:40Z
CLPT.OQ,-1427888.0,2018-05-15T22:00:00Z
CLPT.OQ,-1822691.0,2018-03-15T17:00:00Z
CLPT.OQ,-1323960.0,2017-11-06T23:00:00Z
CLPT.OQ,-1823011.0,2017-08-01T16:00:00Z
CLPT.OQ,-1349493.0,2017-04-27T17:00:00Z
CLPT.OQ,-1783688.0,2017-03-01T17:00:00Z
CLPT.OQ,-1714399.0,2016-11-04T16:00:00Z
CLPT.OQ,-1915865.0,2016-08-15T17:00:00Z
ACCD.OQ,-4746000.0,2021-05-05T23:03:16Z
ACCD.OQ,-16531000.0,2021-01-07T21:05:00Z
ACCD.OQ,-13006000.0,2020-10-14T20:03:10Z
ACCD.OQ,-12640000.0,2020-08-13T20:03:10Z
ACCD.OQ,-1205000.0,2020-06-30T13:25:47Z
ACCD.OQ,-17458000.0,2020-02-28T00:00:00Z
ACCD.OQ,-14311000.0,2020-02-28T00:00:00Z
ACCD.OQ,-15337000.0,2020-02-28T00:00:00Z
ACCD.OQ,-6163000.0,2020-02-28T00:00:00Z
ACCD.OQ,-18446000.0,2020-02-28T00:00:00Z
ACCD.OQ,-14324000.0,2020-02-28T00:00:00Z
ACCD.OQ,-15134000.0,2020-02-28T00:00:00Z
ACCD.OQ,,
IRTC.OQ,-27346000.0,2021-05-06T20:06:49Z
IRTC.OQ,-9301000.0,2021-02-25T21:05:03Z
IRTC.OQ,-4188000.0,2020-11-06T21:08:11Z
IRTC.OQ,-19925000.0,2020-08-07T20:14:23Z
IRTC.OQ,-8668000.0,2020-05-07T20:05:15Z
IRTC.OQ,-16897000.0,2020-02-27T21:05:11Z
IRTC.OQ,-17864000.0,2019-11-05T21:07:56Z
IRTC.OQ,-10270000.0,2019-07-31T20:06:06Z
IRTC.OQ,-7829000.0,2019-05-07T20:03:11Z
IRTC.OQ,-13203000.0,2019-02-12T21:05:14Z
IRTC.OQ,-9383000.0,2018-10-30T20:05:04Z
IRTC.OQ,-11345000.0,2018-08-01T20:05:07Z
IRTC.OQ,-10259000.0,2018-05-02T17:00:00Z
IRTC.OQ,-10285000.0,2018-02-14T17:00:00Z
IRTC.OQ,-5662000.0,2017-11-01T17:00:00Z
IRTC.OQ,-5605000.0,2017-08-02T17:00:00Z
IRTC.OQ,-4481000.0,2017-05-03T06:35:00Z
IRTC.OQ,-5406000.0,2017-02-16T00:15:00Z
IRTC.OQ,-3268000.0,2016-12-05T21:07:00Z
IRTC.OQ,-3650000.0,2016-09-23T17:00:00Z
EXC.OQ,474000000.0,2021-05-05T10:50:00Z
EXC.OQ,1542000000.0,2021-02-24T11:52:00Z
EXC.OQ,1420000000.0,2020-11-03T11:56:12Z
EXC.OQ,968000000.0,2020-08-04T10:50:00Z
EXC.OQ,991000000.0,2020-05-08T19:25:18Z
EXC.OQ,1375000000.0,2020-02-11T11:52:39Z
EXC.OQ,1638000000.0,2019-10-31T16:40:55Z
EXC.OQ,1041000000.0,2019-08-01T17:43:05Z
EXC.OQ,1700000000.0,2019-05-02T20:39:37Z
EXC.OQ,395000000.0,2019-02-08T11:48:36Z
EXC.OQ,1359000000.0,2018-11-01T11:14:59Z
EXC.OQ,1029000000.0,2018-08-02T17:00:00Z
EXC.OQ,1081000000.0,2018-05-02T17:00:00Z
EXC.OQ,1413000000.0,2018-02-07T17:00:00Z
EXC.OQ,1745000000.0,2017-11-02T22:00:00Z
EXC.OQ,766000000.0,2017-08-02T23:00:00Z
EXC.OQ,1594000000.0,2017-05-03T13:00:00Z
EXC.OQ,754000000.0,2017-02-08T17:00:00Z
EXC.OQ,1411000000.0,2016-10-26T16:00:00Z
EXC.OQ,814000000.0,2016-08-09T17:00:00Z
GIC.N,6600000.0,2021-05-04T20:30:23Z
GIC.N,21100000.0,2021-02-23T21:57:19Z
GIC.N,31400000.0,2020-10-27T20:36:13Z
GIC.N,20100000.0,2020-07-28T21:18:34Z
GIC.N,11500000.0,2020-04-28T20:58:50Z
GIC.N,14400000.0,2020-02-25T21:44:31Z
GIC.N,17700000.0,2019-10-30T10:08:22Z
GIC.N,20000000.0,2019-07-30T20:30:09Z
GIC.N,13200000.0,2019-04-30T21:00:27Z
GIC.N,13400000.0,
GIC.N,19300000.0,2018-10-30T20:52:49Z
GIC.N,18300000.0,2018-07-31T20:54:41Z
GIC.N,11100000.0,2018-05-01T17:00:00Z
GIC.N,11200000.0,2018-02-27T17:00:00Z
GIC.N,12600000.0,2017-10-31T17:00:00Z
GIC.N,21900000.0,2017-08-01T17:00:00Z
GIC.N,12400000.0,2017-05-04T07:04:00Z
GIC.N,15100000.0,
GIC.N,4800000.0,2016-10-31T17:00:00Z
GIC.N,5700000.0,2016-08-02T17:00:00Z
EFX.N,305700000.0,2021-04-21T20:32:52Z
EFX.N,180400000.0,2021-02-10T22:07:41Z
EFX.N,337800000.0,2020-10-22T20:50:05Z
EFX.N,159300000.0,2020-07-22T20:56:10Z
EFX.N,181200000.0,2020-04-20T21:28:53Z
EFX.N,53300000.0,2020-02-12T22:18:38Z
EFX.N,124500000.0,2019-10-23T20:54:36Z
EFX.N,116600000.0,2019-07-24T21:15:38Z
EFX.N,-604300000.0,2019-05-10T20:29:15Z
EFX.N,51500000.0,2019-02-20T22:13:40Z
EFX.N,65400000.0,2018-10-24T20:30:51Z
EFX.N,195800000.0,2018-07-25T17:00:00Z
EFX.N,147100000.0,2018-04-25T17:00:00Z
EFX.N,195000000.0,2018-03-01T23:00:00Z
EFX.N,157400000.0,2017-11-09T22:00:00Z
EFX.N,267200000.0,2017-07-26T21:41:00Z
EFX.N,219900000.0,2017-04-26T21:15:00Z
EFX.N,212400000.0,2017-02-08T21:17:00Z
EFX.N,214500000.0,2016-10-26T17:00:00Z
EFX.N,224900000.0,2016-07-27T21:04:00Z
ORIC.OQ,-16553000.0,2021-05-06T20:12:49Z
ORIC.OQ,-16417000.0,2021-03-23T20:05:00Z
ORIC.OQ,-12587000.0,2020-11-05T21:21:13Z
ORIC.OQ,-11049000.0,2020-08-05T20:19:10Z
ORIC.OQ,-9113000.0,2020-05-20T20:15:10Z
ORIC.OQ,-8697000.0,2020-02-28T23:18:35Z
ORIC.OQ,-7025000.0,2020-11-05T21:21:13Z
ORIC.OQ,-6282000.0,2020-08-05T20:19:10Z
ORIC.OQ,-6276000.0,2020-05-20T20:15:10Z
ORIC.OQ,,
CVET.OQ,0.0,2021-05-06T20:05:01Z
CVET.OQ,-5000000.0,2021-03-01T00:00:00Z
CVET.OQ,2000000.0,2020-11-10T21:05:07Z
CVET.OQ,6000000.0,2020-08-11T20:05:10Z
CVET.OQ,-6000000.0,2020-05-14T20:05:24Z
CVET.OQ,-22000000.0,2020-03-03T22:07:09Z
CVET.OQ,-15000000.0,2019-11-12T12:00:04Z
CVET.OQ,8000000.0,2019-08-13T11:00:19Z
CVET.OQ,-8000000.0,2019-05-15T13:06:04Z
CVET.OQ,35905000.0,2019-03-29T20:39:33Z
CVET.OQ,34667000.0,2019-02-07T22:12:29Z
CVET.OQ,44000000.0,2018-11-01T00:00:00Z
CVET.OQ,34000000.0,2019-05-16T10:05:38Z
CVET.OQ,35889000.0,2019-02-07T22:12:29Z
CVET.OQ,36932000.0,2019-02-07T22:12:29Z
CVET.OQ,,
CXW.N,175291000.0,2021-05-05T20:15:00Z
CXW.N,95015000.0,2021-02-10T21:15:00Z
CXW.N,57027000.0,2020-11-05T13:02:25Z
CXW.N,64416000.0,2020-08-05T21:06:10Z
CXW.N,60557000.0,2020-05-06T20:15:10Z
CXW.N,65801000.0,2020-02-12T21:15:10Z
CXW.N,71455000.0,2019-11-06T21:15:02Z
CXW.N,75918000.0,2019-08-05T20:15:14Z
CXW.N,73260000.0,2019-05-08T20:15:29Z
CXW.N,70617000.0,2019-02-19T21:15:06Z
CXW.N,64370000.0,2018-11-05T21:19:02Z
CXW.N,63259000.0,2018-08-08T20:57:05Z
CXW.N,58748000.0,2018-05-02T17:00:00Z
CXW.N,65245000.0,2018-02-14T17:00:00Z
CXW.N,61235000.0,2017-11-08T16:00:00Z
CXW.N,65339000.0,2017-08-07T16:00:00Z
CXW.N,69281000.0,2017-05-03T21:15:00Z
CXW.N,79973000.0,2017-02-09T10:10:00Z
CXW.N,77909000.0,2016-11-02T20:15:00Z
CXW.N,77044000.0,2016-08-03T16:00:00Z
TRN.N,58700000.0,2021-04-22T11:30:00Z
TRN.N,62400000.0,2021-02-24T12:30:00Z
TRN.N,75600000.0,2020-10-21T20:15:00Z
TRN.N,63100000.0,2020-07-22T20:15:00Z
TRN.N,79300000.0,2020-04-29T20:15:00Z
TRN.N,111000000.0,2020-02-19T21:15:01Z
TRN.N,120300000.0,2019-10-23T20:24:00Z
TRN.N,107100000.0,2019-07-24T20:50:00Z
TRN.N,91500000.0,2019-04-24T20:15:00Z
TRN.N,90200000.0,2019-02-20T21:15:00Z
TRN.N,75600000.0,2018-10-24T20:15:00Z
TRN.N,89900000.0,2018-07-25T20:15:00Z
TRN.N,63300000.0,2018-04-25T17:00:00Z
TRN.N,143600000.0,2018-02-21T17:00:00Z
