Instrument,Income Available to Common Shares,Original Announcement Date Time
BCC.N,149156000.0,2021-05-06T20:24:10Z
BCC.N,26001000.0,2021-02-22T21:05:00Z
BCC.N,103192000.0,2020-10-30T20:05:00Z
BCC.N,33586000.0,2020-07-31T20:15:00Z
BCC.N,12200000.0,2020-05-07T20:30:00Z
BCC.N,14647000.0,2020-02-24T21:30:00Z
BCC.N,27171000.0,2019-11-07T13:11:42Z
BCC.N,27718000.0,2019-08-05T10:18:33Z
BCC.N,11389000.0,2019-05-07T10:13:07Z
BCC.N,-72246000.0,2019-02-26T11:06:36Z
BCC.N,13848000.0,2018-11-06T11:05:54Z
BCC.N,41825000.0,2018-08-06T09:45:35Z
BCC.N,37050000.0,2018-05-04T23:00:00Z
BCC.N,19122000.0,2018-02-26T23:00:00Z
BCC.N,31661000.0,2017-10-31T17:00:00Z
BCC.N,22154000.0,2017-07-27T11:07:00Z
BCC.N,10020000.0,2017-05-03T17:00:00Z
BCC.N,4095000.0,2017-02-24T17:00:00Z
BCC.N,9981000.0,2016-10-26T17:00:00Z
BCC.N,19228000.0,2016-07-28T17:00:00Z
CIT.N,301000000.0,2021-04-28T12:10:50Z
CIT.N,-3600000.0,2021-01-26T13:12:31Z
CIT.N,82900000.0,2020-10-16T13:43:34Z
CIT.N,-97600000.0,2020-07-21T10:42:48Z
CIT.N,-628100000.0,2020-04-21T10:32:20Z
CIT.N,121100000.0,2020-01-28T11:47:49Z
CIT.N,142800000.0,2019-10-22T11:46:34Z
CIT.N,128200000.0,2019-07-23T10:58:35Z
CIT.N,118900000.0,2019-04-23T10:59:16Z
CIT.N,82300000.0,2019-01-29T11:30:15Z
CIT.N,131500000.0,2018-10-23T10:30:22Z
CIT.N,117400000.0,2018-07-24T10:30:13Z
CIT.N,97000000.0,2018-04-24T17:00:00Z
CIT.N,-97800000.0,2018-01-30T17:00:00Z
CIT.N,219600000.0,2017-10-24T11:41:00Z
CIT.N,156700000.0,2017-07-25T17:00:00Z
CIT.N,179900000.0,2017-04-24T11:30:00Z
CIT.N,-1141800000.0,2017-01-31T12:30:00Z
CIT.N,131500000.0,2016-10-25T11:30:00Z
CIT.N,17000000.0,2016-07-28T12:06:00Z
MSCI.N,196819000.0,2021-04-27T10:45:00Z
MSCI.N,156216000.0,2021-01-28T11:56:11Z
MSCI.N,182358000.0,2020-10-27T10:48:16Z
MSCI.N,115123000.0,2020-07-28T10:45:00Z
MSCI.N,148125000.0,2020-04-28T11:00:00Z
MSCI.N,122783000.0,2020-01-30T12:03:57Z
MSCI.N,136983000.0,2019-10-31T11:00:01Z
MSCI.N,125690000.0,2019-08-01T11:04:42Z
MSCI.N,178192000.0,2019-05-02T11:03:00Z
MSCI.N,152132000.0,2019-01-31T12:04:00Z
MSCI.N,123832000.0,2018-11-01T11:04:55Z
MSCI.N,116829000.0,2018-08-02T11:03:00Z
MSCI.N,115092000.0,2018-05-03T17:00:00Z
MSCI.N,64602000.0,2018-02-01T17:00:00Z
MSCI.N,85153000.0,2017-11-02T17:00:00Z
MSCI.N,81266000.0,2017-08-02T12:11:37Z
MSCI.N,72951000.0,2017-05-03T23:41:00Z
MSCI.N,68250000.0,2017-02-02T17:00:00Z
MSCI.N,65281000.0,2016-10-27T17:00:00Z
MSCI.N,66957000.0,2016-07-28T17:00:00Z
FIS.N,-373000000.0,2021-05-06T11:00:01Z
FIS.N,104000000.0,2021-02-09T12:04:28Z
FIS.N,20000000.0,2020-10-29T11:05:57Z
FIS.N,19000000.0,2020-08-04T11:00:00Z
FIS.N,15000000.0,2020-05-07T11:00:00Z
FIS.N,-158000000.0,2020-02-13T12:00:00Z
FIS.N,154000000.0,2019-11-05T12:06:25Z
FIS.N,154000000.0,2019-08-06T11:00:00Z
FIS.N,148000000.0,2019-04-30T11:08:46Z
FIS.N,298000000.0,2019-02-12T12:07:43Z
FIS.N,154000000.0,2018-10-30T11:00:00Z
FIS.N,212000000.0,2018-07-31T11:07:44Z
FIS.N,182000000.0,2018-05-01T17:00:00Z
FIS.N,934000000.0,2018-02-06T17:00:00Z
FIS.N,59000000.0,2017-10-31T17:00:00Z
FIS.N,139000000.0,2017-08-02T12:13:00Z
FIS.N,129000000.0,2017-05-02T12:00:00Z
FIS.N,207000000.0,2017-02-07T12:14:00Z
FIS.N,185000000.0,2016-11-01T17:00:00Z
FIS.N,121000000.0,2016-07-26T12:00:00Z
FMNB.OQ,14556000.0,2021-04-28T12:00:01Z
FMNB.OQ,11357000.0,2021-01-28T13:00:01Z
FMNB.OQ,10869000.0,2020-10-28T12:00:01Z
FMNB.OQ,11011000.0,2020-07-29T12:00:01Z
FMNB.OQ,8639000.0,2020-04-29T12:00:00Z
FMNB.OQ,9675000.0,2020-01-29T13:00:00Z
FMNB.OQ,9154000.0,2019-10-23T12:00:01Z
FMNB.OQ,8543000.0,2019-07-26T12:00:00Z
FMNB.OQ,8388000.0,2019-04-24T12:00:00Z
FMNB.OQ,8686000.0,2019-01-30T13:00:00Z
FMNB.OQ,8084000.0,2018-10-24T12:00:00Z
FMNB.OQ,8073000.0,2018-07-18T12:00:00Z
FMNB.OQ,7726000.0,2018-04-18T17:00:00Z
FMNB.OQ,5235000.0,2018-01-31T17:00:00Z
FMNB.OQ,5983000.0,2017-10-25T17:00:00Z
FMNB.OQ,5710000.0,2017-07-26T17:00:00Z
FMNB.OQ,5783000.0,2017-04-19T21:05:00Z
FMNB.OQ,5363000.0,2017-01-27T17:00:00Z
FMNB.OQ,5376000.0,2016-10-20T17:00:00Z
FMNB.OQ,5020000.0,2016-07-22T17:00:00Z
HSC.N,135000.0,2021-05-04T11:04:25Z
HSC.N,-6302000.0,2021-02-25T12:04:40Z
HSC.N,-9578000.0,2020-11-03T12:00:01Z
HSC.N,-10602000.0,2020-08-05T16:21:06Z
HSC.N,141000.0,2020-05-08T11:00:15Z
HSC.N,39229000.0,2020-02-21T12:00:11Z
HSC.N,435351000.0,2019-10-29T12:04:06Z
HSC.N,8642000.0,2019-07-31T11:28:54Z
HSC.N,20697000.0,2019-05-09T10:00:33Z
HSC.N,45913000.0,2019-02-21T12:26:33Z
HSC.N,32847000.0,2018-10-31T11:00:08Z
HSC.N,40489000.0,2018-08-02T11:11:31Z
HSC.N,17808000.0,2018-05-02T17:00:00Z
HSC.N,-33404000.0,2018-02-22T17:00:00Z
HSC.N,13298000.0,2017-11-08T17:00:00Z
HSC.N,19038000.0,2017-08-03T12:09:00Z
HSC.N,8890000.0,2017-05-03T12:00:00Z
HSC.N,-15638000.0,2017-02-24T12:30:00Z
HSC.N,-32987000.0,2016-11-03T16:00:00Z
HSC.N,-26173000.0,2016-08-04T17:00:00Z
KODK.N,13000000.0,2021-05-12T20:15:00Z
KODK.N,15000000.0,2021-03-16T20:44:02Z
KODK.N,-450000000.0,2020-11-10T21:20:00Z
KODK.N,-10000000.0,2020-08-11T20:15:00Z
KODK.N,-116000000.0,2020-05-12T20:15:00Z
KODK.N,-67000000.0,2020-03-17T20:19:00Z
KODK.N,-10000000.0,2019-11-07T21:19:00Z
KODK.N,196000000.0,2019-08-08T20:15:00Z
KODK.N,-23000000.0,2019-05-09T20:15:00Z
KODK.N,-19000000.0,2019-04-01T20:15:00Z
KODK.N,14000000.0,2018-11-09T21:18:00Z
KODK.N,-1000000.0,2018-08-10T01:33:33Z
KODK.N,-30000000.0,2018-05-09T17:00:00Z
KODK.N,121000000.0,2018-03-15T17:00:00Z
KODK.N,-51000000.0,2017-11-08T17:00:00Z
KODK.N,2000000.0,2017-08-09T21:15:00Z
KODK.N,2000000.0,2017-05-09T17:00:00Z
KODK.N,7000000.0,2017-03-07T17:00:00Z
KODK.N,16000000.0,2016-11-09T17:00:00Z
KODK.N,7000000.0,2016-08-09T17:00:00Z
KALV.OQ,-10048000.0,2021-03-11T11:30:00Z
KALV.OQ,-10426000.0,2020-12-10T12:00:02Z
KALV.OQ,-10814000.0,2020-09-14T11:00:00Z
KALV.OQ,-6584000.0,2020-07-01T11:00:00Z
KALV.OQ,-9291000.0,2020-03-10T11:30:00Z
KALV.OQ,-5903000.0,2019-12-03T12:30:00Z
KALV.OQ,-7338000.0,2019-09-09T11:30:00Z
KALV.OQ,-8526000.0,2019-07-15T11:30:00Z
KALV.OQ,-3956000.0,2019-03-14T11:30:00Z
KALV.OQ,-3304000.0,2018-12-14T12:30:00Z
KALV.OQ,-5030000.0,2018-09-14T11:30:00Z
KALV.OQ,-657000.0,2018-07-30T22:45:02Z
KALV.OQ,-5234000.0,2018-03-16T17:00:00Z
KALV.OQ,-4986000.0,2017-12-14T17:00:00Z
KALV.OQ,-4928000.0,2017-09-14T23:00:00Z
KALV.OQ,-4202000.0,2017-07-27T17:00:00Z
KALV.OQ,-7644000.0,2017-03-16T17:00:00Z
KALV.OQ,-7350000.0,2016-08-12T17:00:00Z
KALV.OQ,-6607000.0,2016-05-12T17:00:00Z
DRNA.OQ,-29965000.0,2021-05-06T20:27:11Z
DRNA.OQ,-36586000.0,2021-02-26T11:18:38Z
DRNA.OQ,-21849000.0,2020-11-05T21:23:14Z
DRNA.OQ,-31820000.0,2020-08-06T11:13:30Z
DRNA.OQ,-22492000.0,2020-05-07T20:33:53Z
DRNA.OQ,-39670000.0,2020-02-27T22:14:54Z
DRNA.OQ,-30790000.0,2019-11-07T21:05:00Z
DRNA.OQ,-23845000.0,2019-08-08T20:14:41Z
DRNA.OQ,-26154000.0,2019-05-09T20:09:25Z
DRNA.OQ,-18611000.0,2019-03-11T20:07:37Z
DRNA.OQ,-19020000.0,2018-11-05T21:05:00Z
DRNA.OQ,-35644000.0,2018-08-08T20:05:00Z
DRNA.OQ,-15579000.0,2018-05-14T17:00:00Z
DRNA.OQ,-22956000.0,2018-03-08T17:00:00Z
DRNA.OQ,-19144000.0,2017-11-02T17:00:00Z
DRNA.OQ,-23991000.0,2017-08-10T21:05:00Z
DRNA.OQ,-14201000.0,2017-05-08T17:00:00Z
DRNA.OQ,-14022000.0,2017-03-30T17:00:00Z
DRNA.OQ,-14176000.0,2016-11-07T17:00:00Z
DRNA.OQ,-15622000.0,2016-08-04T17:00:00Z
PLYM.N,-6435000.0,2021-05-07T11:00:00Z
PLYM.N,-6008000.0,2021-02-26T12:03:38Z
PLYM.N,-7138000.0,2020-11-06T11:30:00Z
PLYM.N,-7173000.0,2020-08-06T10:30:00Z
PLYM.N,-7570000.0,2020-05-08T10:30:00Z
PLYM.N,-5858000.0,2020-02-27T12:08:46Z
PLYM.N,-6194000.0,2019-11-07T11:30:00Z
PLYM.N,-6002000.0,2019-08-08T10:30:00Z
PLYM.N,-6469000.0,2019-05-09T10:31:52Z
PLYM.N,-5177000.0,2019-03-08T11:35:07Z
PLYM.N,-5305000.0,2018-11-13T15:11:08Z
PLYM.N,-7707000.0,2018-08-08T20:39:26Z
PLYM.N,-5027000.0,2018-05-03T17:00:00Z
PLYM.N,-5275000.0,2018-03-08T23:00:00Z
PLYM.N,-2682000.0,2017-11-09T17:00:00Z
PLYM.N,-1159000.0,2017-08-14T17:00:00Z
PLYM.N,-441000.0,2017-06-01T17:00:00Z
PLYM.N,198000.0,2017-06-01T17:00:00Z
PLYM.N,-11711000.0,2017-11-09T23:00:00Z
PLYM.N,-11158000.0,2017-08-14T23:00:00Z
JBSS.OQ,14701000.0,2021-04-28T20:10:00Z
JBSS.OQ,19885000.0,2021-01-27T21:07:00Z
JBSS.OQ,12812000.0,2020-10-26T20:10:00Z
JBSS.OQ,10257000.0,2020-08-19T20:03:40Z
JBSS.OQ,13466000.0,2020-04-29T20:10:00Z
JBSS.OQ,17461000.0,2020-01-29T21:10:00Z
JBSS.OQ,12926000.0,2019-10-28T20:03:21Z
JBSS.OQ,11265000.0,2019-08-21T20:09:01Z
JBSS.OQ,10331000.0,2019-05-01T20:04:52Z
JBSS.OQ,11264000.0,2019-01-30T21:07:57Z
JBSS.OQ,6606000.0,2018-10-30T20:10:00Z
JBSS.OQ,5628000.0,2018-08-22T20:12:27Z
JBSS.OQ,8552000.0,2018-05-03T17:00:00Z
JBSS.OQ,7609000.0,2018-02-05T17:00:00Z
JBSS.OQ,10711000.0,2017-10-30T17:00:00Z
JBSS.OQ,6724000.0,2017-08-23T17:00:00Z
JBSS.OQ,6336000.0,2017-05-03T06:58:00Z
JBSS.OQ,12885000.0,2017-02-01T17:00:00Z
JBSS.OQ,10180000.0,2016-10-31T21:12:00Z
JBSS.OQ,7277000.0,2016-08-24T17:00:00Z
AMC.N,-566900000.0,2021-05-06T21:00:22Z
AMC.N,-945800000.0,2021-03-12T14:27:06Z
AMC.N,-905800000.0,2020-11-02T21:24:29Z
AMC.N,-561200000.0,2020-08-06T20:38:19Z
AMC.N,-2176300000.0,2020-06-09T20:42:16Z
AMC.N,-13500000.0,2020-02-27T22:16:49Z
AMC.N,-54800000.0,2019-11-07T11:51:02Z
AMC.N,49400000.0,2019-08-08T11:33:18Z
AMC.N,-130200000.0,2019-05-09T10:45:00Z
AMC.N,170600000.0,2019-02-28T21:15:00Z
AMC.N,-100400000.0,2018-11-08T21:43:11Z
AMC.N,22200000.0,2018-08-01T11:00:00Z
AMC.N,17700000.0,2018-05-07T17:00:00Z
AMC.N,-276400000.0,2018-03-01T17:00:00Z
AMC.N,-42700000.0,2017-11-06T17:00:00Z
AMC.N,-176500000.0,2017-08-04T17:00:00Z
AMC.N,8400000.0,2017-05-08T17:00:00Z
AMC.N,28973000.0,2017-02-28T17:00:00Z
AMC.N,30436000.0,2016-11-07T17:00:00Z
AMC.N,23967000.0,2016-08-01T11:45:00Z
AVYA.N,-59000000.0,2021-05-06T11:00:01Z
AVYA.N,-5000000.0,2021-02-09T11:45:00Z
AVYA.N,30000000.0,2020-11-18T12:00:01Z
AVYA.N,9000000.0,2020-08-10T11:00:00Z
AVYA.N,-672000000.0,2020-05-11T11:00:01Z
AVYA.N,-54000000.0,2020-02-10T12:00:00Z
AVYA.N,-30000000.0,2019-11-20T12:02:52Z
AVYA.N,-633000000.0,2019-08-13T20:11:25Z
AVYA.N,-13000000.0,2019-05-09T11:32:44Z
AVYA.N,9000000.0,2019-02-11T12:39:18Z
AVYA.N,268000000.0,2018-12-04T13:09:32Z
AVYA.N,-88000000.0,2018-08-09T17:00:00Z
AVYA.N,-130000000.0,2018-05-10T17:00:00Z
AVYA.N,3208000000.0,2018-03-01T17:00:00Z
AVYA.N,19000000.0,2017-12-22T17:00:00Z
AVYA.N,-106000000.0,2017-11-13T17:00:00Z
AVYA.N,-15000000.0,2017-12-22T17:00:00Z
AVYA.N,-111000000.0,2017-12-22T17:00:00Z
AVYA.N,-490000000.0,2017-11-13T17:00:00Z
AVYA.N,-75000000.0,2017-11-13T17:00:00Z
COLB.OQ,51698000.0,2021-04-29T13:00:16Z
COLB.OQ,58075000.0,2021-01-28T14:00:28Z
COLB.OQ,44570000.0,2020-10-29T13:00:23Z
COLB.OQ,36443000.0,2020-07-23T13:00:21Z
COLB.OQ,14379000.0,2020-04-30T13:00:23Z
COLB.OQ,45803000.0,2020-01-23T14:00:22Z
COLB.OQ,50369000.0,2019-10-24T13:00:17Z
COLB.OQ,51346000.0,2019-07-25T13:00:31Z
COLB.OQ,45415000.0,2019-04-25T13:00:25Z
COLB.OQ,44269000.0,2019-01-24T14:00:08Z
COLB.OQ,45911000.0,2018-10-25T13:00:24Z
COLB.OQ,41276000.0,2018-07-26T17:00:00Z
COLB.OQ,39533000.0,2018-04-26T17:00:00Z
COLB.OQ,15553000.0,2018-01-25T17:00:00Z
COLB.OQ,40211000.0,2017-10-26T17:00:00Z
COLB.OQ,26770000.0,2017-07-27T14:00:00Z
COLB.OQ,28799000.0,2017-04-27T23:30:28Z
COLB.OQ,30246000.0,2017-01-26T13:00:00Z
COLB.OQ,27058000.0,2016-10-27T17:00:00Z
COLB.OQ,25017000.0,2016-07-29T01:00:00Z
ALRM.OQ,14830000.0,2021-05-04T21:21:50Z
ALRM.OQ,15967000.0,2021-02-25T21:02:00Z
ALRM.OQ,36084000.0,2020-11-05T21:02:00Z
ALRM.OQ,16995000.0,2020-08-05T20:02:00Z
ALRM.OQ,8807000.0,2020-05-07T20:05:01Z
ALRM.OQ,13035000.0,2020-02-25T21:05:00Z
ALRM.OQ,17690000.0,2019-11-05T21:05:01Z
ALRM.OQ,13796000.0,2019-08-08T20:07:40Z
ALRM.OQ,9010000.0,2019-05-09T20:07:17Z
ALRM.OQ,7927000.0,2019-02-28T21:05:16Z
ALRM.OQ,-7652000.0,2018-11-07T21:05:19Z
ALRM.OQ,10732000.0,2018-08-07T20:45:59Z
ALRM.OQ,10512000.0,2018-05-03T17:00:00Z
ALRM.OQ,321000.0,2018-02-27T17:00:00Z
ALRM.OQ,15097000.0,2017-11-08T17:00:00Z
ALRM.OQ,9860000.0,2017-08-08T21:05:00Z
ALRM.OQ,3961000.0,2017-05-09T21:05:00Z
ALRM.OQ,2974000.0,2017-03-15T17:00:00Z
ALRM.OQ,2564000.0,2016-11-14T17:00:00Z
ALRM.OQ,1871000.0,2016-08-15T13:40:00Z
SAM.N,65266000.0,2021-04-22T20:30:35Z
SAM.N,32654000.0,2021-02-17T21:40:35Z
SAM.N,80328000.0,2020-10-22T20:28:38Z
SAM.N,59766000.0,2020-07-23T20:33:12Z
SAM.N,18103000.0,2020-04-22T20:34:39Z
SAM.N,13661000.0,2020-02-19T21:30:55Z
SAM.N,44357000.0,2019-10-29T21:19:34Z
SAM.N,27603000.0,2019-07-25T20:47:18Z
SAM.N,23467000.0,2019-04-24T20:36:21Z
SAM.N,21570000.0,2019-02-20T21:42:47Z
SAM.N,37586000.0,2018-10-25T20:36:36Z
SAM.N,23310000.0,2018-07-26T20:37:38Z
SAM.N,9252000.0,2018-04-25T23:00:00Z
SAM.N,30365000.0,2018-02-21T23:00:00Z
SAM.N,33502000.0,2017-10-26T23:00:00Z
SAM.N,28963000.0,2017-07-27T21:33:52Z
SAM.N,5679000.0,2017-04-26T17:00:00Z
SAM.N,22052000.0,2017-02-22T17:00:00Z
SAM.N,31370000.0,2016-10-20T17:00:00Z
SAM.N,26482000.0,2016-07-21T17:00:00Z
CLPT.OQ,-2538000.0,2021-05-11T20:12:55Z
CLPT.OQ,-1581895.0,2021-03-04T21:08:23Z
CLPT.OQ,-1484232.0,2020-11-10T21:08:45Z
CLPT.OQ,-1661048.0,2020-08-13T20:09:34Z
CLPT.OQ,-2055000.0,2020-05-13T20:17:50Z
CLPT.OQ,-1645702.0,2020-02-12T21:06:56Z
CLPT.OQ,-1122968.0,2019-11-12T21:20:44Z
CLPT.OQ,-1550395.0,2019-08-06T20:09:44Z
CLPT.OQ,-1220725.0,2019-05-13T20:09:36Z
CLPT.OQ,-1217940.0,2019-04-01T20:11:12Z
CLPT.OQ,-1428076.0,2018-11-13T21:15:28Z
CLPT.OQ,-1876536.0,2018-08-14T20:44:40Z
CLPT.OQ,-1640917.0,2018-05-15T22:00:00Z
CLPT.OQ,-2081683.0,2018-03-15T17:00:00Z
CLPT.OQ,-1425519.0,2017-11-06T23:00:00Z
CLPT.OQ,-2004413.0,2017-08-01T16:00:00Z
CLPT.OQ,-1655738.0,2017-04-27T17:00:00Z
CLPT.OQ,-1680883.0,2017-03-01T17:00:00Z
CLPT.OQ,-2563231.0,2016-11-04T16:00:00Z
CLPT.OQ,-1781964.0,2016-08-15T17:00:00Z
ACCD.OQ,-4726000.0,2021-05-05T23:03:16Z
ACCD.OQ,-16595000.0,2021-01-07T21:05:00Z
ACCD.OQ,-15371000.0,2020-10-14T20:03:10Z
ACCD.OQ,-13960000.0,2020-08-13T20:03:10Z
ACCD.OQ,-2139000.0,2020-06-30T13:25:47Z
ACCD.OQ,-18297000.0,2020-02-28T00:00:00Z
ACCD.OQ,-15026000.0,2020-02-28T00:00:00Z
ACCD.OQ,-15903000.0,2020-02-28T00:00:00Z
ACCD.OQ,-6949000.0,2020-02-28T00:00:00Z
ACCD.OQ,-18944000.0,2020-02-28T00:00:00Z
ACCD.OQ,-14850000.0,2020-02-28T00:00:00Z
ACCD.OQ,-15753000.0,2020-02-28T00:00:00Z
ACCD.OQ,,
IRTC.OQ,-27779000.0,2021-05-06T20:06:49Z
IRTC.OQ,-9651000.0,2021-02-25T21:05:03Z
IRTC.OQ,-4677000.0,2020-11-06T21:08:11Z
IRTC.OQ,-20437000.0,2020-08-07T20:14:23Z
IRTC.OQ,-9065000.0,2020-05-07T20:05:15Z
IRTC.OQ,-17300000.0,2020-02-27T21:05:11Z
IRTC.OQ,-18293000.0,2019-11-05T21:07:56Z
IRTC.OQ,-10725000.0,2019-07-31T20:06:06Z
IRTC.OQ,-8250000.0,2019-05-07T20:03:11Z
IRTC.OQ,-16811000.0,2019-02-12T21:05:14Z
IRTC.OQ,-10244000.0,2018-10-30T20:05:04Z
IRTC.OQ,-12206000.0,2018-08-01T20:05:07Z
IRTC.OQ,-11117000.0,2018-05-02T17:00:00Z
IRTC.OQ,-11149000.0,2018-02-14T17:00:00Z
IRTC.OQ,-6524000.0,2017-11-01T17:00:00Z
IRTC.OQ,-6444000.0,2017-08-02T17:00:00Z
IRTC.OQ,-5303000.0,2017-05-03T06:35:00Z
IRTC.OQ,-6266000.0,2017-02-16T00:15:00Z
IRTC.OQ,-4075000.0,2016-12-05T21:07:00Z
IRTC.OQ,-4436000.0,2016-09-23T17:00:00Z
EXC.OQ,-289000000.0,2021-05-05T10:50:00Z
EXC.OQ,359000000.0,2021-02-24T11:52:00Z
EXC.OQ,501000000.0,2020-11-03T11:56:12Z
EXC.OQ,521000000.0,2020-08-04T10:50:00Z
EXC.OQ,582000000.0,2020-05-08T19:25:18Z
EXC.OQ,772000000.0,2020-02-11T11:52:39Z
EXC.OQ,772000000.0,2019-10-31T16:40:55Z
EXC.OQ,484000000.0,2019-08-01T17:43:05Z
EXC.OQ,907000000.0,2019-05-02T20:39:37Z
EXC.OQ,147000000.0,2019-02-08T11:48:36Z
EXC.OQ,733000000.0,2018-11-01T11:14:59Z
EXC.OQ,539000000.0,2018-08-02T17:00:00Z
EXC.OQ,585000000.0,2018-05-02T17:00:00Z
EXC.OQ,1872000000.0,2018-02-07T17:00:00Z
EXC.OQ,823000000.0,2017-11-02T22:00:00Z
EXC.OQ,95000000.0,2017-08-02T23:00:00Z
EXC.OQ,990000000.0,2017-05-03T13:00:00Z
EXC.OQ,191000000.0,2017-02-08T17:00:00Z
EXC.OQ,490000000.0,2016-10-26T16:00:00Z
EXC.OQ,267000000.0,2016-08-09T17:00:00Z
GIC.N,15200000.0,2021-05-04T20:30:23Z
GIC.N,16200000.0,2021-02-23T21:57:19Z
GIC.N,24600000.0,2020-10-27T20:36:13Z
GIC.N,16400000.0,2020-07-28T21:18:34Z
GIC.N,8200000.0,2020-04-28T20:58:50Z
GIC.N,11500000.0,2020-02-25T21:44:31Z
GIC.N,12700000.0,2019-10-30T10:08:22Z
GIC.N,14600000.0,2019-07-30T20:30:09Z
GIC.N,9700000.0,2019-04-30T21:00:27Z
GIC.N,13100000.0,
GIC.N,178800000.0,2018-10-30T20:52:49Z
GIC.N,18200000.0,2018-07-31T20:54:41Z
GIC.N,14600000.0,2018-05-01T17:00:00Z
GIC.N,33800000.0,2018-02-27T17:00:00Z
GIC.N,11300000.0,2017-10-31T17:00:00Z
GIC.N,13800000.0,2017-08-01T17:00:00Z
GIC.N,-18500000.0,2017-05-04T07:04:00Z
GIC.N,-2100000.0,
GIC.N,-5800000.0,2016-10-31T17:00:00Z
GIC.N,-7400000.0,2016-08-02T17:00:00Z
EFX.N,201600000.0,2021-04-21T20:32:52Z
EFX.N,87400000.0,2021-02-10T22:07:41Z
EFX.N,224200000.0,2020-10-22T20:50:05Z
EFX.N,95900000.0,2020-07-22T20:56:10Z
EFX.N,112600000.0,2020-04-20T21:28:53Z
EFX.N,9200000.0,2020-02-12T22:18:38Z
EFX.N,81100000.0,2019-10-23T20:54:36Z
EFX.N,66800000.0,2019-07-24T21:15:38Z
EFX.N,-555900000.0,2019-05-10T20:29:15Z
EFX.N,25600000.0,2019-02-20T22:13:40Z
EFX.N,38400000.0,2018-10-24T20:30:51Z
EFX.N,144800000.0,2018-07-25T17:00:00Z
EFX.N,90900000.0,2018-04-25T17:00:00Z
EFX.N,172300000.0,2018-03-01T23:00:00Z
EFX.N,96300000.0,2017-11-09T22:00:00Z
EFX.N,165400000.0,2017-07-26T21:41:00Z
EFX.N,153300000.0,2017-04-26T21:15:00Z
EFX.N,123000000.0,2017-02-08T21:17:00Z
EFX.N,132800000.0,2016-10-26T17:00:00Z
EFX.N,130900000.0,2016-07-27T21:04:00Z
ORIC.OQ,-16509000.0,2021-05-06T20:12:49Z
ORIC.OQ,-28259000.0,2021-03-23T20:05:00Z
ORIC.OQ,-25548000.0,2020-11-05T21:21:13Z
ORIC.OQ,-11024000.0,2020-08-05T20:19:10Z
ORIC.OQ,-8872000.0,2020-05-20T20:15:10Z
ORIC.OQ,-8354000.0,2020-02-28T23:18:35Z
ORIC.OQ,-6549000.0,2020-11-05T21:21:13Z
ORIC.OQ,-5965000.0,2020-08-05T20:19:10Z
ORIC.OQ,-6015000.0,2020-05-20T20:15:10Z
ORIC.OQ,,
CVET.OQ,-16000000.0,2021-05-06T20:05:01Z
CVET.OQ,-4000000.0,2021-03-01T00:00:00Z
CVET.OQ,-35000000.0,2020-11-10T21:05:07Z
CVET.OQ,54000000.0,2020-08-11T20:05:10Z
CVET.OQ,-33000000.0,2020-05-14T20:05:24Z
CVET.OQ,-51000000.0,2020-03-03T22:07:09Z
CVET.OQ,-906000000.0,2019-11-12T12:00:04Z
CVET.OQ,-10000000.0,2019-08-13T11:00:19Z
CVET.OQ,-13000000.0,2019-05-15T13:06:04Z
CVET.OQ,33453000.0,2019-03-29T20:39:33Z
CVET.OQ,15923000.0,2019-02-07T22:12:29Z
CVET.OQ,29000000.0,2018-11-01T00:00:00Z
CVET.OQ,23000000.0,2019-05-16T10:05:38Z
CVET.OQ,1605000.0,2019-02-07T22:12:29Z
CVET.OQ,21205000.0,2019-02-07T22:12:29Z
CVET.OQ,,
CXW.N,-125568000.0,2021-05-05T20:15:00Z
CXW.N,-26803000.0,2021-02-10T21:15:00Z
CXW.N,26717000.0,2020-11-05T13:02:25Z
CXW.N,22186000.0,2020-08-05T21:06:10Z
CXW.N,32057000.0,2020-05-06T20:15:10Z
CXW.N,41974000.0,2020-02-12T21:15:10Z
CXW.N,48994000.0,2019-11-06T21:15:02Z
CXW.N,48578000.0,2019-08-05T20:15:14Z
CXW.N,49340000.0,2019-05-08T20:15:29Z
CXW.N,41239000.0,2019-02-19T21:15:06Z
CXW.N,40994000.0,2018-11-05T21:19:02Z
CXW.N,39197000.0,2018-08-08T20:57:05Z
CXW.N,37777000.0,2018-05-02T17:00:00Z
CXW.N,41340000.0,2018-02-14T17:00:00Z
CXW.N,41178000.0,2017-11-08T16:00:00Z
CXW.N,45475000.0,2017-08-07T16:00:00Z
CXW.N,50047000.0,2017-05-03T21:15:00Z
CXW.N,60689000.0,2017-02-09T10:10:00Z
CXW.N,55340000.0,2016-11-02T20:15:00Z
CXW.N,57583000.0,2016-08-03T16:00:00Z
TRN.N,3300000.0,2021-04-22T11:30:00Z
TRN.N,-127100000.0,2021-02-24T12:30:00Z
TRN.N,25100000.0,2020-10-21T20:15:00Z
TRN.N,-206900000.0,2020-07-22T20:15:00Z
TRN.N,159800000.0,2020-04-29T20:15:00Z
TRN.N,21400000.0,2020-02-19T21:15:01Z
TRN.N,48400000.0,2019-10-23T20:24:00Z
TRN.N,36100000.0,2019-07-24T20:50:00Z
TRN.N,30100000.0,2019-04-24T20:15:00Z
TRN.N,26700000.0,2019-02-20T21:15:00Z
TRN.N,27100000.0,2018-10-24T20:15:00Z
TRN.N,63000000.0,2018-07-25T20:15:00Z
