Instrument,Common Equity - Total,Original Announcement Date Time
TBBK.OQ,581164000.0,2021-01-28T21:05:01Z
TBBK.OQ,558459000.0,2020-10-29T20:05:01Z
TBBK.OQ,533079000.0,2020-07-30T20:05:00Z
TBBK.OQ,498104000.0,2020-04-30T20:05:00Z
TBBK.OQ,484497000.0,2020-01-30T21:05:00Z
TBBK.OQ,484174000.0,2019-10-24T22:11:00Z
TBBK.OQ,458132000.0,2019-07-25T20:10:00Z
TBBK.OQ,434780000.0,2019-04-25T20:06:00Z
TBBK.OQ,406776000.0,2019-01-24T21:30:00Z
TBBK.OQ,391874000.0,2018-10-25T20:43:32Z
TBBK.OQ,332547000.0,2018-07-26T20:30:12Z
TBBK.OQ,329892000.0,2018-04-26T17:00:00Z
TBBK.OQ,324149000.0,2018-01-25T17:00:00Z
TBBK.OQ,339461000.0,2017-10-26T17:00:00Z
TBBK.OQ,331019000.0,2017-07-27T17:00:00Z
TBBK.OQ,309769000.0,2017-04-27T21:05:00Z
TBBK.OQ,298963000.0,2017-02-09T21:30:00Z
TBBK.OQ,339078000.0,2016-10-27T17:00:00Z
TBBK.OQ,290282000.0,2016-07-28T23:00:00Z
HD.N,1748000000.0,2021-05-18T10:03:57Z
HD.N,3299000000.0,2021-02-23T11:00:07Z
HD.N,1535000000.0,2020-11-17T11:00:19Z
HD.N,-414000000.0,2020-08-18T10:00:02Z
HD.N,-3490000000.0,2020-05-19T10:00:05Z
HD.N,-3116000000.0,2020-02-25T11:26:03Z
HD.N,-1082000000.0,2019-11-19T11:00:11Z
HD.N,-1160000000.0,2019-08-20T10:00:04Z
HD.N,-2143000000.0,2019-05-21T10:00:12Z
HD.N,-1878000000.0,2019-02-26T11:22:33Z
HD.N,1320000000.0,2018-11-13T11:00:06Z
HD.N,2009000000.0,2018-08-14T10:00:04Z
HD.N,1687000000.0,2018-05-15T17:00:00Z
HD.N,1454000000.0,2018-02-20T17:00:00Z
HD.N,2543000000.0,2017-11-14T17:00:00Z
HD.N,3554000000.0,2017-08-15T11:00:00Z
HD.N,3962000000.0,2017-05-16T01:30:00Z
HD.N,4333000000.0,2017-02-21T11:08:00Z
HD.N,5622000000.0,2016-11-15T17:00:00Z
HD.N,6657000000.0,2016-08-16T11:00:00Z
PRTY.N,75680000.0,2021-05-10T11:01:55Z
PRTY.N,50790000.0,2021-03-11T11:50:00Z
PRTY.N,136399000.0,2020-11-09T10:55:00Z
PRTY.N,-136810000.0,2020-08-06T10:00:12Z
PRTY.N,-19464000.0,2020-06-12T11:01:39Z
PRTY.N,529745000.0,2020-03-12T10:55:10Z
PRTY.N,782428000.0,2019-11-07T12:01:37Z
PRTY.N,1068876000.0,2019-08-08T10:59:00Z
PRTY.N,1018855000.0,2019-05-09T11:01:07Z
PRTY.N,1043330000.0,2019-02-28T12:00:12Z
PRTY.N,994768000.0,2018-11-08T12:02:30Z
PRTY.N,994386000.0,2018-08-09T11:57:31Z
PRTY.N,973455000.0,2018-05-09T17:00:00Z
PRTY.N,968435000.0,2018-03-09T17:00:00Z
PRTY.N,1067553000.0,2017-11-09T17:00:00Z
PRTY.N,1050853000.0,2017-08-02T12:00:00Z
PRTY.N,1017776000.0,2017-05-09T12:03:00Z
PRTY.N,1016789000.0,2017-03-09T17:00:00Z
PRTY.N,939891000.0,2016-11-10T12:04:58Z
PRTY.N,931553000.0,2016-08-04T17:00:00Z
WOR.N,,2021-06-23T20:15:00Z
WOR.N,1311790000.0,2021-03-24T10:45:00Z
WOR.N,1276899000.0,2020-12-17T11:45:00Z
WOR.N,1382785000.0,2020-09-23T10:45:10Z
WOR.N,820821000.0,2020-06-25T10:55:10Z
WOR.N,821495000.0,2020-03-26T10:55:10Z
WOR.N,835891000.0,2019-12-17T12:30:10Z
WOR.N,787973000.0,2019-09-25T13:06:06Z
WOR.N,831246000.0,2019-06-26T20:15:42Z
WOR.N,856622000.0,2019-03-20T21:16:08Z
WOR.N,868672000.0,2018-12-18T13:00:14Z
WOR.N,919519000.0,2018-09-26T12:02:58Z
WOR.N,918769000.0,2018-06-27T20:49:31Z
WOR.N,951171000.0,2018-03-29T17:00:00Z
WOR.N,919287000.0,2017-12-19T17:00:00Z
WOR.N,958174000.0,2017-09-27T17:00:00Z
WOR.N,951635000.0,2017-06-28T21:24:00Z
WOR.N,898468000.0,2017-03-29T21:30:00Z
WOR.N,884940000.0,2016-12-20T17:00:00Z
WOR.N,855962000.0,2016-09-28T17:00:00Z
CRM.N,42567000000.0,2021-05-27T20:20:00Z
CRM.N,41493000000.0,2021-02-25T21:19:34Z
CRM.N,40310000000.0,2020-12-01T21:41:27Z
CRM.N,38440000000.0,2020-08-25T20:07:20Z
CRM.N,34565000000.0,2020-05-28T20:07:51Z
CRM.N,33885000000.0,2020-02-25T21:10:16Z
CRM.N,33279000000.0,2019-12-03T21:08:42Z
CRM.N,17166000000.0,2019-08-22T20:13:00Z
CRM.N,16446000000.0,2019-06-04T20:10:11Z
CRM.N,15605000000.0,2019-03-04T21:15:24Z
CRM.N,14693000000.0,2018-11-27T21:08:45Z
CRM.N,13528000000.0,2018-08-29T20:22:22Z
CRM.N,11060000000.0,2018-05-29T17:00:00Z
CRM.N,10376000000.0,2018-02-28T17:00:00Z
CRM.N,8829370000.0,2017-11-21T17:00:00Z
CRM.N,8451314000.0,2017-08-22T16:00:00Z
CRM.N,7934488000.0,2017-05-18T17:00:00Z
CRM.N,7500127000.0,2017-02-28T17:00:00Z
CRM.N,6806037000.0,2016-11-17T17:00:00Z
CRM.N,6132576000.0,2016-08-31T20:05:00Z
IMVT.OQ,391480000.0,2021-06-01T11:31:18Z
IMVT.OQ,414152000.0,2021-02-16T13:00:01Z
IMVT.OQ,438406000.0,2020-11-12T13:00:02Z
IMVT.OQ,267775000.0,2020-08-12T20:22:59Z
IMVT.OQ,94069000.0,2020-06-29T11:30:10Z
IMVT.OQ,111862000.0,2020-02-14T12:19:39Z
IMVT.OQ,113299436.0,2019-08-12T20:12:40Z
IMVT.OQ,24102.0,2019-06-12T20:15:25Z
IMVT.OQ,,
HR.N,1998109000.0,2021-05-05T20:53:15Z
HR.N,1948376000.0,2021-02-10T21:51:28Z
HR.N,1900375000.0,2020-11-04T21:48:26Z
HR.N,1929361000.0,2020-08-05T20:50:10Z
HR.N,1859428000.0,2020-05-06T20:35:48Z
HR.N,1900009000.0,2020-02-12T21:53:01Z
HR.N,1805161000.0,2019-11-04T22:02:48Z
HR.N,1769444000.0,2019-07-30T20:55:34Z
HR.N,1805779000.0,2019-05-01T21:01:31Z
HR.N,1716642000.0,2019-02-13T21:53:14Z
HR.N,1740252000.0,2018-11-01T20:59:17Z
HR.N,1768056000.0,2018-08-02T21:03:28Z
HR.N,1764548000.0,2018-05-03T17:00:00Z
HR.N,1789883000.0,2018-02-14T17:00:00Z
HR.N,1864262000.0,2017-11-01T16:00:00Z
HR.N,1646277000.0,2017-08-02T16:00:00Z
HR.N,1653291000.0,2017-05-03T16:00:00Z
HR.N,1653414000.0,2017-02-15T17:00:00Z
HR.N,1634594000.0,2016-11-02T17:00:00Z
HR.N,1350448000.0,2016-08-03T17:00:00Z
BANR.OQ,1618817000.0,2021-04-21T21:23:39Z
BANR.OQ,1666264000.0,2021-01-21T21:03:53Z
BANR.OQ,1646529000.0,2020-10-22T10:06:55Z
BANR.OQ,1625103000.0,2020-07-22T20:02:38Z
BANR.OQ,1601700000.0,2020-04-27T20:00:10Z
BANR.OQ,1594034000.0,2020-01-23T21:02:18Z
BANR.OQ,1530935000.0,2019-10-23T20:02:47Z
BANR.OQ,1521055000.0,2019-07-25T10:08:03Z
BANR.OQ,1511191000.0,2019-04-24T21:06:34Z
BANR.OQ,1478595000.0,2019-01-23T21:00:07Z
BANR.OQ,1272198000.0,2018-10-24T20:00:08Z
BANR.OQ,1253010000.0,2018-07-25T17:00:00Z
BANR.OQ,1254123000.0,2018-04-23T17:00:00Z
BANR.OQ,1272626000.0,2018-01-24T17:00:00Z
BANR.OQ,1327011000.0,2017-10-25T16:00:00Z
BANR.OQ,1309851000.0,2017-07-26T17:00:00Z
BANR.OQ,1323404000.0,2017-04-24T17:00:00Z
BANR.OQ,1305710000.0,2017-01-25T21:00:00Z
BANR.OQ,1331271000.0,2016-10-26T21:29:00Z
BANR.OQ,1338517000.0,2016-07-27T17:00:00Z
SYRS.OQ,149880000.0,2021-05-06T11:04:15Z
SYRS.OQ,90553000.0,2021-03-04T11:58:31Z
SYRS.OQ,45940000.0,2020-10-26T10:18:36Z
SYRS.OQ,62406000.0,2020-08-06T11:03:24Z
SYRS.OQ,76543000.0,2020-05-07T11:03:21Z
SYRS.OQ,79184000.0,2020-03-05T12:01:47Z
SYRS.OQ,94574000.0,2019-11-12T12:43:28Z
SYRS.OQ,111915000.0,2019-08-01T11:03:33Z
SYRS.OQ,64018000.0,2019-05-01T10:53:27Z
SYRS.OQ,78586000.0,2019-03-07T11:35:44Z
SYRS.OQ,94837000.0,2018-11-01T10:54:17Z
SYRS.OQ,108712000.0,2018-08-07T10:59:57Z
SYRS.OQ,104499000.0,2018-05-10T17:00:00Z
SYRS.OQ,65324000.0,2018-03-12T17:00:00Z
SYRS.OQ,78592000.0,2017-11-08T17:00:00Z
SYRS.OQ,91081000.0,2017-08-09T21:05:00Z
SYRS.OQ,70136000.0,2017-05-15T17:00:00Z
SYRS.OQ,80602000.0,2017-03-20T17:00:00Z
SYRS.OQ,90781000.0,2016-11-14T17:00:00Z
SYRS.OQ,-68413000.0,2016-08-15T17:00:00Z
CLDT.N,704148000.0,2021-05-04T13:15:16Z
CLDT.N,677752000.0,2021-02-24T11:33:21Z
CLDT.N,681128000.0,2020-10-29T10:30:00Z
CLDT.N,699141000.0,2020-08-05T12:21:02Z
CLDT.N,725926000.0,2020-05-11T11:13:23Z
CLDT.N,762377000.0,2020-02-26T11:30:00Z
CLDT.N,780098000.0,2019-10-31T11:17:30Z
CLDT.N,785489000.0,2019-07-31T11:13:47Z
CLDT.N,784588000.0,2019-05-01T11:51:15Z
CLDT.N,797466000.0,2019-02-25T12:47:14Z
CLDT.N,812863000.0,2018-10-31T10:55:47Z
CLDT.N,800132000.0,2018-08-01T14:41:22Z
CLDT.N,801734000.0,2018-05-01T17:00:00Z
CLDT.N,803162000.0,2018-02-26T17:00:00Z
CLDT.N,692446000.0,2017-10-31T17:00:00Z
CLDT.N,678390000.0,2017-08-02T17:00:00Z
CLDT.N,669494000.0,2017-05-09T11:40:00Z
CLDT.N,676742000.0,2017-02-24T01:59:00Z
CLDT.N,686289000.0,2016-11-03T11:40:00Z
CLDT.N,685152000.0,2016-08-03T11:45:00Z
CTLP.OQ,146019000.0,2021-05-06T20:05:01Z
CTLP.OQ,92241000.0,2021-02-04T21:05:01Z
CTLP.OQ,93452000.0,2020-11-05T21:23:04Z
CTLP.OQ,98215000.0,2020-09-10T20:05:00Z
CTLP.OQ,104433000.0,2020-06-24T20:05:00Z
CTLP.OQ,113346000.0,2020-02-18T21:52:34Z
CTLP.OQ,103205000.0,2019-11-12T12:00:00Z
CTLP.OQ,114423000.0,2019-10-09T21:26:58Z
CTLP.OQ,122841000.0,2019-10-09T21:16:35Z
CTLP.OQ,127014000.0,2019-10-09T21:19:54Z
CTLP.OQ,137114000.0,2019-10-09T21:04:50Z
CTLP.OQ,142688000.0,2019-10-09T21:26:58Z
CTLP.OQ,112773000.0,2018-05-08T17:00:00Z
CTLP.OQ,111032000.0,2018-02-08T17:00:00Z
CTLP.OQ,102958000.0,2017-11-08T17:00:00Z
CTLP.OQ,62640000.0,2017-08-22T16:00:00Z
CTLP.OQ,61861000.0,2017-05-10T16:00:00Z
CTLP.OQ,61492000.0,2017-02-08T21:05:00Z
CTLP.OQ,61025000.0,2016-11-09T11:30:00Z
CTLP.OQ,19328000.0,2016-09-13T17:00:00Z
FIVE.OQ,930642000.0,2021-06-03T20:24:45Z
FIVE.OQ,881886000.0,2021-03-17T20:01:00Z
FIVE.OQ,749542000.0,2020-12-02T21:01:00Z
FIVE.OQ,723955000.0,2020-09-02T20:01:10Z
FIVE.OQ,689765000.0,2020-06-09T20:01:10Z
FIVE.OQ,759778000.0,2020-03-18T20:01:10Z
FIVE.OQ,645391000.0,2019-12-04T21:01:10Z
FIVE.OQ,651936000.0,2019-08-28T20:01:15Z
FIVE.OQ,635999000.0,2019-06-05T20:01:30Z
FIVE.OQ,615094000.0,2019-03-27T20:01:11Z
FIVE.OQ,525071000.0,2018-12-05T21:01:06Z
FIVE.OQ,507958000.0,2018-09-06T20:02:42Z
FIVE.OQ,477918000.0,2018-06-06T20:01:02Z
FIVE.OQ,458558000.0,2018-03-21T17:00:00Z
FIVE.OQ,381311000.0,2017-11-30T17:00:00Z
FIVE.OQ,366515000.0,2017-08-30T17:00:00Z
FIVE.OQ,344186000.0,2017-06-01T17:00:00Z
FIVE.OQ,331405000.0,2017-03-22T17:00:00Z
FIVE.OQ,278151000.0,2016-12-01T17:00:00Z
FIVE.OQ,269697000.0,2016-08-31T21:01:00Z
COGT.OQ,132082000.0,2021-05-12T11:00:15Z
COGT.OQ,123786000.0,2021-03-16T11:00:22Z
COGT.OQ,-22174000.0,2020-11-09T12:00:16Z
COGT.OQ,19241000.0,2020-08-11T21:00:04Z
COGT.OQ,25702000.0,2020-05-11T20:41:01Z
COGT.OQ,31762000.0,2020-03-26T11:41:27Z
COGT.OQ,28623000.0,2019-11-12T21:30:00Z
COGT.OQ,39758000.0,2019-08-12T20:05:49Z
COGT.OQ,49290000.0,2019-05-13T11:00:33Z
COGT.OQ,60234000.0,2019-03-28T11:14:23Z
COGT.OQ,67531000.0,2018-11-12T21:01:04Z
COGT.OQ,76675000.0,2018-08-13T20:29:59Z
COGT.OQ,-61269000.0,2018-05-14T17:00:00Z
COGT.OQ,-48846000.0,2018-03-19T17:00:00Z
COGT.OQ,-42653000.0,2018-02-13T17:00:00Z
COGT.OQ,-35970000.0,2017-11-03T17:00:00Z
COGT.OQ,,2018-05-14T23:00:00Z
COGT.OQ,,2018-03-19T17:00:00Z
COGT.OQ,,2018-02-13T17:00:00Z
COGT.OQ,,
UPS.N,7147000000.0,2021-04-27T10:27:39Z
UPS.N,657000000.0,2021-02-02T11:25:01Z
UPS.N,5592000000.0,2020-11-02T21:31:36Z
UPS.N,4363000000.0,2020-07-30T10:17:35Z
UPS.N,3299000000.0,2020-04-28T11:00:11Z
UPS.N,3267000000.0,2020-01-30T12:36:49Z
UPS.N,5558000000.0,2019-10-22T11:53:43Z
UPS.N,4405000000.0,2019-07-24T11:31:16Z
UPS.N,3467000000.0,2019-04-25T11:27:09Z
UPS.N,3021000000.0,2019-01-31T12:30:45Z
UPS.N,3098000000.0,2018-10-24T11:32:25Z
UPS.N,2328000000.0,2018-07-25T11:00:06Z
UPS.N,1344000000.0,2018-04-26T17:00:00Z
UPS.N,994000000.0,2018-02-01T17:00:00Z
UPS.N,1509000000.0,2017-10-26T17:00:00Z
UPS.N,1244000000.0,2017-07-27T17:00:00Z
UPS.N,535000000.0,2017-04-27T17:00:00Z
UPS.N,405000000.0,2017-01-31T17:00:00Z
UPS.N,2743000000.0,2016-10-27T12:45:00Z
UPS.N,2626000000.0,2016-07-29T12:45:00Z
CBZ.N,727783000.0,2021-04-29T10:30:11Z
CBZ.N,702620000.0,2021-02-18T11:30:04Z
CBZ.N,718004000.0,2020-10-29T10:33:19Z
CBZ.N,695220000.0,2020-07-30T10:30:10Z
CBZ.N,670260000.0,2020-05-06T10:32:50Z
CBZ.N,659238000.0,2020-02-20T11:33:51Z
CBZ.N,656296000.0,2019-10-30T10:34:10Z
CBZ.N,634060000.0,2019-07-31T10:30:05Z
CBZ.N,623487000.0,2019-04-25T10:30:03Z
CBZ.N,593663000.0,2019-02-13T11:30:05Z
CBZ.N,601915000.0,2018-10-31T10:30:06Z
CBZ.N,588826000.0,2018-08-02T00:00:00Z
CBZ.N,571616000.0,2018-04-26T16:00:00Z
CBZ.N,530879000.0,2018-02-20T17:00:00Z
CBZ.N,530486000.0,2017-11-02T16:00:00Z
CBZ.N,523362000.0,2017-08-03T16:00:00Z
CBZ.N,507265000.0,2017-04-27T10:30:00Z
CBZ.N,480021000.0,2017-02-16T17:00:00Z
CBZ.N,474686000.0,2016-11-01T16:00:00Z
CBZ.N,460425000.0,2016-08-02T16:00:00Z
NCNO.OQ,425041000.0,2021-06-02T20:06:49Z
NCNO.OQ,425179000.0,2021-03-31T21:26:02Z
NCNO.OQ,426717000.0,2020-12-09T21:05:00Z
NCNO.OQ,427490000.0,2020-09-09T20:06:41Z
NCNO.OQ,163898000.0,2020-07-14T19:32:34Z
NCNO.OQ,,2020-05-15T00:00:00Z
NCNO.OQ,,2020-07-14T19:32:34Z
NCNO.OQ,,2020-02-18T00:00:00Z
NCNO.OQ,,
COLD.N,3704831000.0,2021-05-06T19:29:00Z
COLD.N,3790440000.0,2021-02-18T21:09:37Z
COLD.N,2108872000.0,2020-11-06T21:05:14Z
COLD.N,2131006000.0,2020-08-06T20:10:00Z
COLD.N,2020676000.0,2020-05-07T20:13:47Z
COLD.N,1833018000.0,2020-02-20T21:10:00Z
COLD.N,1838579000.0,2019-11-07T21:04:04Z
COLD.N,1855657000.0,2019-08-08T20:10:00Z
COLD.N,680477000.0,2019-05-07T20:10:00Z
COLD.N,706755000.0,2019-02-21T21:12:43Z
COLD.N,731003000.0,2018-11-08T21:20:04Z
COLD.N,642817000.0,2018-08-09T20:10:00Z
COLD.N,641988000.0,2018-05-10T16:00:00Z
COLD.N,-186924000.0,2018-03-28T16:00:00Z
COLD.N,-187338000.0,2018-01-09T16:00:00Z
COLD.N,-172340000.0,2017-10-12T16:00:00Z
COLD.N,,2018-05-10T16:00:00Z
COLD.N,-149455000.0,2017-10-12T16:00:00Z
COLD.N,,2018-01-09T16:00:00Z
COLD.N,,
OMI.N,786261000.0,2021-05-05T10:00:01Z
OMI.N,712054000.0,2021-02-24T11:45:00Z
OMI.N,451335000.0,2020-11-02T21:05:00Z
OMI.N,395162000.0,2020-08-05T10:06:18Z
OMI.N,416338000.0,2020-05-06T10:48:55Z
OMI.N,462154000.0,2020-03-04T11:52:10Z
OMI.N,491278000.0,2019-11-06T11:52:00Z
OMI.N,496901000.0,2019-08-07T10:45:00Z
OMI.N,501839000.0,2019-05-07T10:45:00Z
OMI.N,518419000.0,2019-02-19T23:16:00Z
OMI.N,792413000.0,2018-10-31T11:12:32Z
OMI.N,802208000.0,2018-08-07T11:10:04Z
OMI.N,1018918000.0,2018-05-10T17:00:00Z
OMI.N,1015479000.0,2018-02-14T16:00:00Z
OMI.N,1003784000.0,2017-11-01T17:00:00Z
OMI.N,993571000.0,2017-08-01T17:00:00Z
OMI.N,969957000.0,2017-05-02T17:00:00Z
OMI.N,960038000.0,2017-02-14T16:00:00Z
OMI.N,986683000.0,2016-11-01T22:09:00Z
OMI.N,996297000.0,2016-08-02T17:00:00Z
PHAT.OQ,164339000.0,2021-05-11T12:00:03Z
PHAT.OQ,194271000.0,2021-03-30T00:00:00Z
PHAT.OQ,156388000.0,2020-11-10T21:08:09Z
PHAT.OQ,188423000.0,2020-08-06T12:30:10Z
PHAT.OQ,208695000.0,2020-05-12T12:30:13Z
PHAT.OQ,227955000.0,2020-03-19T12:30:10Z
PHAT.OQ,-152461000.0,2019-11-25T00:00:00Z
PHAT.OQ,-84385000.0,2019-10-15T00:00:00Z
PHAT.OQ,,2020-05-12T12:30:13Z
PHAT.OQ,,2019-10-15T00:00:00Z
PHAT.OQ,,2019-11-25T00:00:00Z
PHAT.OQ,,
SPGI.N,1032000000.0,2021-04-29T11:52:38Z
SPGI.N,509000000.0,2021-02-09T12:13:47Z
SPGI.N,442000000.0,2020-10-27T11:10:07Z
SPGI.N,210000000.0,2020-07-28T11:13:39Z
SPGI.N,-250000000.0,2020-04-28T11:10:06Z
SPGI.N,479000000.0,2020-02-06T12:10:20Z
SPGI.N,346000000.0,2019-10-29T11:12:43Z
SPGI.N,512000000.0,2019-08-01T11:12:44Z
SPGI.N,327000000.0,2019-05-02T11:10:05Z
SPGI.N,628000000.0,2019-02-07T12:38:42Z
SPGI.N,905000000.0,2018-10-25T11:12:39Z
SPGI.N,583000000.0,2018-07-26T16:00:00Z
SPGI.N,7000000.0,2018-04-26T17:00:00Z
SPGI.N,711000000.0,2018-02-06T17:00:00Z
SPGI.N,839000000.0,2017-10-26T17:00:00Z
SPGI.N,1019000000.0,2017-07-27T11:10:00Z
SPGI.N,789000000.0,2017-04-25T12:10:00Z
SPGI.N,650000000.0,2017-02-07T12:10:00Z
SPGI.N,462000000.0,2016-11-03T17:00:00Z
SPGI.N,376000000.0,2016-07-28T17:00:00Z
BGCP.OQ,792732000.0,2021-04-29T12:57:24Z
BGCP.OQ,748939000.0,2021-02-24T14:28:08Z
BGCP.OQ,729448000.0,2020-10-28T13:00:14Z
BGCP.OQ,697758000.0,2020-07-30T12:28:59Z
BGCP.OQ,659794000.0,2020-05-05T12:45:22Z
BGCP.OQ,685826000.0,2020-02-06T13:33:25Z
BGCP.OQ,722175000.0,2019-10-24T12:20:43Z
BGCP.OQ,766337000.0,2019-07-25T14:42:34Z
BGCP.OQ,784583000.0,2019-05-07T13:07:50Z
BGCP.OQ,768373000.0,2019-02-14T13:39:45Z
BGCP.OQ,1022337000.0,2018-10-25T13:32:11Z
BGCP.OQ,952618000.0,2018-08-02T17:00:00Z
BGCP.OQ,877849000.0,2018-05-03T17:00:00Z
BGCP.OQ,633886000.0,2018-02-09T17:00:00Z
BGCP.OQ,684386000.0,2017-10-26T17:00:00Z
BGCP.OQ,836856000.0,2017-07-26T17:00:00Z
BGCP.OQ,844882000.0,2017-05-04T17:00:00Z
BGCP.OQ,1183560000.0,2017-02-10T01:01:00Z
BGCP.OQ,889554000.0,2016-10-27T17:00:00Z
BGCP.OQ,846405000.0,2016-07-28T17:00:00Z
CVBF.OQ,2020666000.0,2021-04-21T20:50:00Z
CVBF.OQ,2007990000.0,2021-01-27T22:00:32Z
CVBF.OQ,1981957000.0,2020-10-21T20:45:00Z
CVBF.OQ,1959098000.0,2020-07-22T20:45:00Z
CVBF.OQ,1941386000.0,2020-04-22T20:50:00Z
CVBF.OQ,1994098000.0,2020-01-22T21:40:00Z
CVBF.OQ,1966893000.0,2019-10-23T20:40:00Z
CVBF.OQ,1936677000.0,2019-07-24T20:35:00Z
CVBF.OQ,1890927000.0,2019-04-24T21:00:00Z
CVBF.OQ,1851190000.0,2019-01-23T22:14:00Z
CVBF.OQ,1818580000.0,2018-10-24T20:46:37Z
CVBF.OQ,1083417000.0,2018-07-18T17:00:00Z
CVBF.OQ,1066858000.0,2018-04-18T17:00:00Z
CVBF.OQ,1069266000.0,2018-01-24T17:00:00Z
CVBF.OQ,1076464000.0,2017-10-18T17:00:00Z
CVBF.OQ,1060769000.0,2017-07-19T22:01:00Z
CVBF.OQ,1046333000.0,2017-04-25T07:12:00Z
CVBF.OQ,990862000.0,2017-01-18T22:34:00Z
CVBF.OQ,1003303000.0,2016-10-19T22:00:00Z
CVBF.OQ,991463000.0,2016-07-21T11:05:00Z
HWC.OQ,3416903000.0,2021-04-20T20:04:05Z
HWC.OQ,3439025000.0,2021-01-20T21:05:48Z
HWC.OQ,3375644000.0,2020-10-20T20:05:10Z
HWC.OQ,3316157000.0,2020-07-21T20:05:10Z
HWC.OQ,3421064000.0,2020-04-28T20:30:10Z
HWC.OQ,3467685000.0,2020-01-15T21:30:10Z
HWC.OQ,3586380000.0,2019-10-15T20:49:15Z
HWC.OQ,3318915000.0,2019-07-16T20:50:34Z
HWC.OQ,3190575000.0,2019-04-16T21:08:11Z
HWC.OQ,3081340000.0,2019-01-16T22:02:50Z
HWC.OQ,2978878000.0,2018-10-16T21:04:06Z
HWC.OQ,2929555000.0,2018-07-17T17:00:00Z
HWC.OQ,2896038000.0,2018-04-17T17:00:00Z
HWC.OQ,2884949000.0,2018-01-17T16:00:00Z
HWC.OQ,2863275000.0,2017-10-17T17:00:00Z
HWC.OQ,2813962000.0,2017-07-18T07:30:03Z
HWC.OQ,2763622000.0,2017-04-18T17:00:00Z
HWC.OQ,2719768000.0,2017-01-17T16:00:00Z
HWC.OQ,2489127000.0,2016-10-18T17:00:00Z
HWC.OQ,2463365000.0,2016-07-20T22:00:00Z
HOME.N,546204000.0,2021-06-02T11:01:00Z
HOME.N,484160000.0,2021-03-23T20:05:00Z
HOME.N,399638000.0,2020-12-01T21:05:02Z
HOME.N,343443000.0,2020-09-01T20:05:00Z
HOME.N,251716000.0,2020-06-18T20:05:00Z
HOME.N,608611000.0,2020-03-24T20:05:00Z
HOME.N,830772000.0,2019-12-04T21:05:00Z
HOME.N,843407000.0,2019-09-04T20:05:00Z
HOME.N,830176000.0,2019-06-06T10:45:00Z
HOME.N,711086000.0,2019-03-27T10:45:00Z
HOME.N,679769000.0,2018-12-06T11:45:03Z
HOME.N,664003000.0,2018-08-29T20:05:07Z
HOME.N,620599000.0,2018-06-07T20:05:06Z
HOME.N,590879000.0,2018-03-22T17:00:00Z
HOME.N,567503000.0,2017-11-29T17:00:00Z
HOME.N,561475000.0,2017-09-05T17:00:00Z
HOME.N,548208000.0,2017-06-07T13:30:00Z
HOME.N,534870000.0,2017-03-28T11:45:00Z
HOME.N,514985000.0,2016-12-06T17:00:00Z
HOME.N,385067000.0,2016-09-13T17:00:00Z
MSI.N,-496000000.0,2021-05-06T20:21:06Z
MSI.N,-558000000.0,2021-02-04T21:18:56Z
MSI.N,-756000000.0,2020-10-29T20:22:41Z
MSI.N,-830000000.0,2020-08-06T20:19:03Z
MSI.N,-948000000.0,2020-05-07T20:10:00Z
MSI.N,-700000000.0,2020-02-06T21:26:00Z
MSI.N,-1101000000.0,2019-10-30T20:29:56Z
MSI.N,-970000000.0,2019-08-01T20:21:38Z
MSI.N,-1108000000.0,2019-05-02T20:17:52Z
MSI.N,-1293000000.0,2019-02-07T21:17:33Z
MSI.N,-1411000000.0,2018-11-01T20:17:28Z
MSI.N,-1507000000.0,2018-08-02T20:19:28Z
MSI.N,-1554000000.0,2018-05-03T17:00:00Z
MSI.N,-1742000000.0,2018-02-01T17:00:00Z
MSI.N,-830000000.0,2017-11-02T17:00:00Z
MSI.N,-988000000.0,2017-08-03T20:26:39Z
MSI.N,-1050000000.0,2017-05-04T21:22:00Z
MSI.N,-964000000.0,2017-02-02T21:21:04Z
MSI.N,-659000000.0,2016-11-04T17:00:00Z
MSI.N,-689000000.0,2016-08-04T17:00:00Z
BWXT.N,656238000.0,2021-05-03T20:40:51Z
BWXT.N,617766000.0,2021-02-22T21:46:25Z
BWXT.N,550186000.0,2020-11-02T11:53:33Z
BWXT.N,481517000.0,2020-08-03T20:43:50Z
BWXT.N,429512000.0,2020-05-04T20:48:58Z
BWXT.N,404106000.0,2020-02-24T21:47:33Z
BWXT.N,354476000.0,2019-11-04T21:52:03Z
BWXT.N,294130000.0,2019-08-05T20:49:50Z
BWXT.N,242849000.0,2019-05-01T21:03:39Z
BWXT.N,235662000.0,2019-02-25T21:51:56Z
BWXT.N,392452000.0,2018-11-06T21:59:53Z
BWXT.N,388263000.0,2018-08-06T20:51:55Z
BWXT.N,345141000.0,2018-05-04T23:00:00Z
BWXT.N,285394000.0,2018-02-27T23:00:00Z
BWXT.N,307900000.0,2017-11-06T23:00:00Z
BWXT.N,263951000.0,2017-08-07T22:00:00Z
BWXT.N,205906000.0,2017-05-01T17:00:00Z
BWXT.N,150018000.0,2017-02-27T17:00:00Z
BWXT.N,118300000.0,2016-10-31T17:00:00Z
BWXT.N,292127000.0,2016-08-08T16:00:00Z
GRTS.OQ,199351000.0,2021-05-06T13:01:00Z
GRTS.OQ,166739000.0,2021-03-11T14:01:00Z
GRTS.OQ,71984000.0,2020-11-05T14:01:00Z
